"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
107,12/31/2025 0:00:00,57,Subm,35032000,0,40087265,7154374,0,239307,0,0,46706,0,0,3353635,0,136312,25886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7958,0,0,13361,0,10865,19352,0,30217,5,0,51512,0,0,0,0,0,0,0,0,89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59470,16253,0,251439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,4137381,0,0,0,0,36,409046,0,2328190,0,0,0,0,0,0,0,0,0,0,0
108,12/31/2025 0:00:00,58,Subm,26524922,0,28152818,1400000,300000,551621,0,0,0,0,0,114435,0,2785,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,0,0,3938,12285,206,3915,0,16406,4,0,29846,0,0,0,0,0,0,0,0,0,73744,574,0,11364,85682,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303235,0,0,0,0,0,0,0,0,0,0,0
110,12/31/2025 0:00:00,59,Subm,2732000,0,5313421,0,0,0,0,0,0,0,0,18544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825074,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2025 0:00:00,62,Subm,0,0,5696498,69616068,56800,148908,0,0,0,0,0,3841533,0,46465,32246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7494,0,0,23351,270,17208,48163,3330,68971,27,17659,0,0,0,0,0,0,0,0,0,0,598497,0,0,0,598497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623920,0,0,27411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,61476,0,0,0,0,0,0,0,690716,0,0,0,0,0,0,0,0,0,0,0
120,12/31/2025 0:00:00,63,Subm,0,0,15976020,35265000,315653,516453,0,176133,0,0,0,1133996,0,256399,55467,0,0,0,125763,0,25242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126013,95196,40218,0,0,135414,13,0,55588,0,0,0,0,0,0,0,0,0,60017,183084,0,0,243101,2,45716,22290,79774,0,189969,292033,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233091,92092,0,661412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,8960162,0,0,0,0,0,0,0,5028473,0,0,0,0,0,0,0,0,0,0,0
132,12/31/2025 0:00:00,69,Subm,753290,0,845343,0,0,3333,0,0,0,0,0,383,0,1171,4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47290,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2025 0:00:00,70,Subm,26881000,0,37728561,17491440,117000,578679,0,0,0,0,0,747742,0,50467,9357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7907,0,0,9536,6427,3510,6223,0,16160,9,15713,20640,0,28554,0,0,104467,17953,122420,6,10709,0,16645,0,0,16645,2,13003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50687,20532,0,280329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,5133609,0,0,0,0,76,1148805,0,4335667,0,0,0,0,0,0,0,0,0,0,0
138,12/31/2025 0:00:00,72,Subm,0,0,2872493,10778872,0,72987,0,0,59634,0,0,292918,0,19589,3269,0,1627,0,0,20253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,2266,10699,0,0,12965,4,8896,361978,0,0,0,0,0,0,0,0,20539,0,21069,0,0,21069,1,50053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373140,0,0,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,16663482,22,2192255,0,0,0,0,0,1907062,0,0,0,0,0,0,0,0,0,0,0
146,12/31/2025 0:00:00,74,Subm,950000,0,1268735,0,0,0,0,0,0,0,0,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90063,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2025 0:00:00,75,WISE,248703,0,370769,0,0,11176,0,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19212,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2025 0:00:00,77,Subm,0,0,21491077,76008146,5393773,5393773,0,0,132882,0,0,31227642,39496324,1052956,207173,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,49864,0,0,0,0,0,0,133602,1995,5739,357739,89001,167900,0,0,256901,39,169619,332668,0,0,0,0,0,0,0,0,831958,244501,775652,55302,0,1075455,7,516201,147204,219608,88445,86466,541723,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316428,1316428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124329,1316428,0,1999459,1316428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,4035457,0,0,0,0,27,194968,0,17698630,0,0,0,0,0,0,0,0,0,0,0
151,12/31/2025 0:00:00,78,Subm,0,0,180830353,105918730,6062888,6498390,0,0,55268,0,1026965,41419417,0,3207232,498656,8894,9500,0,0,0,0,1024860,24471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301429,0,0,1039930,400443,808898,314059,0,1523400,171,27594,236118,0,8213,0,0,0,0,0,0,11191521,4630108,1073128,193068,386455,6282759,64,2573294,633956,1118755,680690,173254,2606655,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229648,0,0,6208924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,17628302,1281,96408937,0,0,0,0,0,40031987,0,0,239083439,0,0,0,0,0,0,78,1033449
153,12/31/2025 0:00:00,80,Subm,250000,0,320567,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5280,2753,0,8033,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17169,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2025 0:00:00,83,Subm,0,0,133991499,642860079,19416600,20566600,0,0,434660,0,420735,83507275,196396746,5056144,1716683,1627927,439132,0,1633,12170,1,0,0,0,0,0,0,0,0,0,0,0,420,0,0,238447,20603,0,0,0,0,2115902,901070,432440,5487,113620,1777031,929220,1290007,112060,0,2331287,300,428032,2889091,0,1370294,586544,627910,179201,0,1393655,85,8145234,1778857,1896101,1634366,1398233,6707557,48,3433670,379207,641266,304290,146802,1471565,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107097,217144,662529,305321,73002,1257996,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478861,153778,30788,538402,3054930,39,0,0,0,0,0,0,0,119810,0,26125,0,146886,173011,2,10091604,167129,345655,18593198,1996305,2331962,0,0,0,0,400000000,-2329762,0,0,0,0,0,0,0,0,0,0,3577,63355776,0,0,0,0,595,14741601,0,96088467,5269230,8024,187072461,70629260,135891710,306244,206827214,0,0,52,1259357
162,12/31/2025 0:00:00,85,Subm,24100992,683799,41871772,13800000,578710,578710,0,0,0,0,0,1544806,0,369880,21415,12323,1407,0,0,0,0,78745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69413,0,0,105028,104102,87348,14168,0,205618,24,0,308,0,6066,0,3114,1403,0,4517,3,874456,326590,35854,0,0,362444,2,701710,94238,107331,56500,0,258069,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594651,12263,0,409809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6550887,0,0,0,0,0,0,0,0,0,4,425229
167,12/31/2025 0:00:00,87,Subm,42798742,0,123935155,46435630,9421842,10921842,0,132846,55127,0,661,23787952,29825263,195211,44792,9614,6269,20000,206,25240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,0,0,0,3162,0,0,21604,0,5224,141081,27597,66644,7119,0,101360,44,0,130420,0,51271,16840,23910,0,0,40750,6,3952181,668910,449047,289430,319483,1726870,24,74979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200298,0,0,0,0,0,0,236347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870595,28150,0,1330829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24604,23217722,0,0,12575087,10606374,16665674,17945,27289993,0,0,1,37781
168,12/31/2025 0:00:00,88,Subm,8441000,0,8907890,744605,0,49319,0,0,0,0,0,322346,0,2928,6270,0,9377,0,0,0,41574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202,0,0,3202,1,20652,22309,0,43312,4317,23279,0,0,27596,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,10937735,0,0,0,0,0,0,0,1729908,0,0,0,0,0,0,0,0,0,0,0
169,12/31/2025 0:00:00,89,Subm,201297,0,1100335,0,0,830,0,0,0,0,0,0,0,16216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5714,24161,12842,12179,54896,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376,86579,0,0,0,0,0,0,0,0,0,0,0
176,12/31/2025 0:00:00,92,Subm,0,0,161157000,401660075,1173000,2080843,0,0,148890,0,57500,66724791,0,1421464,318956,90627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75538,0,0,234447,138726,102299,0,0,241025,91,173507,751899,0,400600,89966,174093,43493,0,307552,9,3158000,3946603,178961,314453,352606,4792623,10,176672,71992,0,0,0,71992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5248231,4732955,0,7039262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57447208,0,0,185512167,0,22767140,7704,22774844,0,0,0,0
187,12/31/2025 0:00:00,100,Subm,7714000,0,15014431,744000,0,196213,0,0,0,0,0,147061,263543,201366,18346,208876,48153,8152,14854,38958,4679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15094,13392,2686,1100,3236,20414,7,0,119144,0,33676,3749,0,0,0,3749,1,0,129053,0,0,0,129053,2,107309,54305,0,0,46791,101096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253874,0,253874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319643,0,0,88342,253874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270435,-3291,0,0,0,0,0,0,0,0,0,0
195,12/31/2025 0:00:00,104,Subm,546000,0,7901073,0,0,6091,0,0,27000,0,0,88018,0,17437,969,4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2944,0,0,0,8669,0,0,0,8669,2,0,12284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,106067,0,0,0,0,0,0,0,798243,0,0,0,0,0,0,0,0,0,0,0
196,12/31/2025 0:00:00,105,WISE,0,0,178241201,177704910,2559900,4676732,0,0,2036100,0,0,81396797,105683222,7282525,1971078,580069,86774,0,0,119620,391529,74635,208,0,0,0,0,0,0,0,0,0,0,0,0,151929,4892,0,0,0,0,0,0,1254684,0,6767,1049529,822312,1032986,14663,0,1869961,226,1455493,3888038,0,720581,286444,411579,5542,0,703565,30,9742134,2276491,599384,1468226,1215662,5559763,25,3123998,686120,1670465,728882,2182196,5267663,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428527,0,0,428527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62195,0,0,62195,3,0,0,0,0,0,0,0,69927,0,0,0,0,0,0,10676349,1115524,0,15824165,490722,0,0,0,0,0,39100000,-276404,0,0,0,0,11345796,7142,0,0,0,0,37319,841153595,4661,134269509,0,0,8717,92632386,0,109951500,1129030,0,508982144,5760611,26771717,0,32532328,0,0,24,1793212
198,12/31/2025 0:00:00,107,Subm,13840000,0,18777187,7585620,0,33333,0,0,0,0,0,2379933,0,7535,4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12193,10837,0,0,0,10837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10837,0,0,12830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,13059361,0,0,0,0,0,1171598,0,0,0,0,0,0,0,0,0,0,0
199,12/31/2025 0:00:00,108,Subm,0,0,37688098,41712753,104000,518138,0,0,0,0,0,1485537,0,159256,25946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41298,683,0,0,0,683,1,0,54779,0,23326,0,20971,0,0,20971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55462,0,0,26690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,36328430,0,0,0,0,0,0,0,6635895,0,0,0,0,0,0,0,0,0,0,0
200,12/31/2025 0:00:00,109,Subm,5864015,0,6365945,0,0,64797,0,0,0,0,0,23942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386406,0,0,0,0,0,0,0,0,0,0,0
205,12/31/2025 0:00:00,112,Subm,5224234,0,34265055,50640414,110900,1817162,0,0,0,0,93737,4297368,0,244655,11849,0,0,83619,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47587,0,0,61236,14365,14745,0,0,29110,7,23764,218952,0,0,0,0,0,0,0,0,273449,252296,105773,240227,13078,611374,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556964,4358,0,745937,135180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4489,78775546,0,0,0,0,0,0,0,9834452,0,0,0,0,0,0,0,0,0,0,0
216,12/31/2025 0:00:00,116,Subm,27237020,0,29960353,19472923,0,0,0,0,0,0,0,2744753,0,32855,28213,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,5213,17987,18090,0,41290,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83329,0,53825,0,82999,136824,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5213,0,0,261637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689087,0,0,0,0,0,0,0,0,0,0,0
