"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
47,12/31/2025 0:00:00,30,0,0,0,0,49450061,696953,0,57432139,0,49450061,696953,0,0,0,0,5,0,0,0,0,102024,0,0,0,0,0,0,0,0,1383483,0,701128,0,0,0,0,0,0,0,0,0,0,0,58527,0,0,0,0,0,0,0,0,645165,6778,78394,170713,17383,7088,498017,0,0,0,0,10773,28731,5328139,0,0,2126107,0,0,0,0,616885,1665795,0,0,0,293600,480,1455,58,2672,0,374,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2084611,0,352127,701422,0,252274,0,0,0,0,0,0,0,0,0,0,280024,6070125,0,0,0,0,0,0,0,0,0,0,6962007,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,685745,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12/31/2025 0:00:00,31,0,0,0,0,51341328,699450,1810,65182841,0,51341328,699450,1810,0,0,0,25,0,0,0,0,62025,0,0,0,0,0,0,0,0,1760043,0,1108370,0,0,0,0,0,0,0,0,0,0,0,161932,0,0,0,0,0,0,0,0,1052014,81826,125723,228351,20519,33999,894843,0,0,0,0,12173,25526,10199872,0,0,4399795,0,0,0,0,985064,3926004,0,0,0,162198,279,2089,93,4265,178,0,6904,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,2868413,0,803101,640624,0,149392,0,155000,0,0,0,0,0,0,0,0,813062,4578597,0,0,0,0,0,0,0,0,-650062,0,13599989,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6144000,0,0,1932291,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,12/31/2025 0:00:00,32,0,0,0,0,7849243017,311412751,15145314,8993515377,0,7849343017,311412751,15145314,0,0,0,2797,0,0,0,0,122024,0,0,0,0,0,0,0,0,367432911,0,47269770,0,0,0,0,0,0,0,0,0,0,0,37331660,0,0,0,0,0,0,0,0,160106082,2005403,18082569,34382635,5387715,17015442,48089625,0,0,0,0,765526,11928312,194965873,0,0,1210424221,0,0,0,0,192238697,240931084,0,0,-199302,0,56548,419250,13865,686526,12324,65330,1253844,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,56,0,0,0,0,0,0,414702681,0,108648557,147149825,0,55337806,0,396162,0,0,0,0,0,0,0,0,52999906,611569379,0,0,0,0,0,0,0,0,0,0,793601848,882,0,3760996073,0,2553163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40789,777824283,0,0,0,0,0,0,0,0,0,3003335356,0,0,30406708,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6486106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,12/31/2025 0:00:00,33,0,0,0,0,53950054,267304,76346,61032254,0,53950054,267304,76346,0,0,0,51,0,0,0,0,122024,0,0,0,0,0,0,0,0,2299738,0,582155,0,0,0,0,0,0,0,0,0,0,0,258358,0,0,0,0,0,0,0,0,1235787,12750,144647,234279,25529,180690,922244,0,0,0,0,12170,33904,5577532,0,0,1658436,0,0,0,0,2150607,2116349,0,0,0,0,162,3720,103,5541,0,166,9692,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,2881893,0,509899,238836,0,175348,0,80000,0,0,0,0,0,0,0,0,675427,2232197,0,0,0,0,0,0,0,0,-282960,0,6074799,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,122059,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,12/31/2025 0:00:00,35,0,0,0,0,444390642,4638379,1392212,507944913,0,444390642,4638379,1392212,0,0,0,503,0,0,0,0,32024,0,0,0,0,0,0,0,0,22834508,0,4423382,0,0,0,0,0,0,0,0,0,0,0,2579322,0,0,0,0,0,0,0,0,11359422,152977,1293070,1107988,867520,967552,4139475,0,0,0,0,88155,395187,102435634,0,0,8188632,0,0,0,0,10324806,9392426,0,0,0,0,3702,23014,983,37902,740,3543,69884,0,0,0,0,0,0,0,0,0,0,0,0,0,124,8,0,0,0,0,0,0,27257890,0,7440354,6426336,0,4156062,0,179536,337413,0,0,0,0,0,0,0,3421207,64122563,0,0,0,0,0,0,0,0,-4088273,0,57568403,1133,0,0,0,566650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926,37819613,0,0,0,0,0,0,0,0,0,51907816,0,0,6510531,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,12/31/2025 0:00:00,41,0,0,0,0,186558120,209009,46177,205750668,0,186808120,209009,46177,0,0,0,47,0,0,0,0,62025,0,0,0,0,0,0,0,0,5878620,0,2788389,0,0,0,0,0,0,0,0,0,0,0,2982874,0,0,0,0,0,0,0,0,5445903,90266,421299,1757088,581812,307159,720395,0,-1310,0,0,41784,102859,48226530,0,0,18021159,0,0,0,0,0,2197740,0,0,0,70010,872,10370,293,13853,1882,258,27529,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,8667009,0,3374684,787295,0,1051962,0,775363,137722,0,0,0,0,0,0,0,844294,54448484,0,0,0,0,0,0,0,0,0,0,18607397,904,0,0,0,101638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,6475478,0,0,0,0,0,0,0,0,0,36041555,0,0,1504351,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,12/31/2025 0:00:00,43,0,0,0,0,789895699,36390335,8666344,925671431,0,789999054,36390335,8666344,0,0,0,100,0,0,0,0,122024,0,0,0,0,0,0,0,0,38212449,0,5835019,0,0,0,0,0,0,0,0,0,0,0,4976973,0,0,0,0,0,0,0,0,17105173,210568,3412439,5255066,1247620,1030095,3677383,0,0,0,0,164451,546749,142361024,0,0,155579938,0,0,0,0,13279457,23788607,0,0,-10940,288149,7405,33115,1172,34165,153,1957,77969,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,44047468,0,10313320,14314017,0,5737227,0,4450,1792146,0,0,0,0,0,0,0,6642393,62698779,0,0,0,0,0,0,0,0,0,0,93876179,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10426,283639620,0,0,0,0,0,0,0,0,0,278657856,0,0,8076308,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,12/31/2025 0:00:00,46,0,0,0,0,269255692,3293345,757898,321760708,0,269255692,3293345,757898,0,0,0,75,0,0,0,0,122025,0,0,0,0,0,0,0,0,11787543,0,3725454,0,0,0,0,0,0,0,0,0,0,0,871303,0,0,0,0,0,0,0,0,4018418,92216,625722,2555839,241577,558507,328982,0,0,0,0,46629,340456,55338458,0,0,5850729,0,0,0,0,2339330,2084908,0,0,-321849,0,977,12930,460,21485,0,1000,36852,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,0,0,0,0,15512997,0,2589569,3094933,0,4769287,0,0,65744,0,0,0,0,0,0,0,645397,62630173,0,0,0,0,0,0,0,0,0,0,42978874,1336,0,21756104,0,337977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144,42396556,0,0,0,0,0,0,0,0,0,27316797,0,0,1072963,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,12/31/2025 0:00:00,49,0,0,0,0,2441308,0,0,7580603,0,2441308,0,0,0,0,0,18,0,0,0,0,112025,0,0,0,0,0,0,0,0,211437,0,111326,0,0,0,0,0,0,0,0,0,0,0,8594,0,0,0,0,0,0,0,0,227167,2208,0,52356,0,4917,43736,0,0,0,0,3558,3224,1068387,0,0,1884979,0,0,0,0,218440,292446,0,0,0,0,0,0,0,1391,23,0,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,322763,0,16335,5664,0,-3732,0,60272,0,0,0,0,0,0,0,0,0,996404,0,0,0,0,0,0,0,0,0,0,5029924,6635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,12/31/2025 0:00:00,54,0,0,0,0,9358253,154945,0,11750343,0,9358253,154945,0,0,0,0,0,0,0,0,0,82025,0,0,0,0,0,0,0,0,237769,0,272468,0,0,0,0,0,0,0,0,0,0,0,3911,0,0,0,0,0,0,0,0,202859,67,9888,75003,1061,2001,6272,0,0,0,0,4700,9699,953175,0,0,1250084,0,0,0,0,0,709398,0,0,0,1816,29,203,0,1212,0,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,510237,0,5727,39471,0,168083,15800,0,0,0,0,0,0,0,0,0,200,1729106,0,0,0,0,0,0,0,0,0,0,2230930,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,12/31/2025 0:00:00,57,0,0,0,0,60364896,2682550,1281810,75748941,0,60364896,2682550,1281810,0,0,0,86,0,0,0,0,92025,0,0,0,0,0,0,0,0,1670494,0,1441875,0,0,0,0,0,0,0,0,0,0,0,138569,0,0,0,0,0,0,0,0,918650,10545,103271,1049256,43159,80275,73716,0,0,0,0,14327,24140,10934335,0,0,964609,0,0,0,0,1833343,1518384,0,0,0,149189,487,2296,296,4590,0,262,7931,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3112369,0,582606,784179,0,415584,0,239307,0,0,0,0,0,0,0,0,719678,4335587,0,0,0,0,0,0,0,0,0,0,12323451,1627,0,0,0,46706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,4546427,0,0,0,0,0,0,0,0,0,6900000,0,0,467236,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,12/31/2025 0:00:00,58,0,0,0,0,34766170,620123,0,44978664,0,34766170,620123,0,0,0,0,17,0,0,0,0,62025,0,0,0,0,0,0,0,0,870560,0,798742,0,0,0,0,0,0,0,0,0,0,0,73307,0,0,0,0,0,0,0,0,640412,20023,80559,281974,10324,142746,11747,0,0,0,0,8510,44322,4001616,0,0,5812034,0,0,0,0,185638,467988,0,0,0,0,199,1626,149,3534,152,141,5801,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1669302,0,206441,366067,0,259059,0,251621,192651,0,0,0,0,0,0,0,556721,1071175,0,0,0,0,0,0,0,0,0,0,9088781,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,0,0,2481,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,12/31/2025 0:00:00,59,0,0,0,0,30740169,1640890,866584,39455782,0,30740169,1640890,866584,0,0,0,0,0,0,0,0,92025,0,0,0,0,0,0,0,0,1751238,0,207841,0,0,0,0,0,0,0,0,0,0,0,12028,0,0,0,0,0,0,0,0,243110,4802,74571,71439,17459,1998,4350,0,0,0,0,7337,30497,0,0,0,0,0,0,0,0,0,0,0,0,0,46200,197,62,137,803,0,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1959079,0,64688,1134005,0,430560,0,0,150292,0,0,0,0,0,0,0,20696,2560725,0,0,0,0,0,0,0,0,0,0,5902844,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2025 0:00:00,62,0,0,0,0,66900774,12025234,0,90747120,0,66900774,12025234,0,0,0,0,34,0,0,0,0,122024,0,0,0,0,0,0,0,0,506482,0,2267267,0,0,0,0,0,0,0,0,0,0,0,48904,0,0,0,0,0,0,0,0,800134,42087,96495,519423,7775,15525,62032,0,16731,0,0,4866,31630,275612,0,0,299509,0,0,0,0,504332,1721942,0,0,0,0,867,1527,401,3177,1106,0,7078,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2773749,0,294567,2083033,0,-697150,0,92108,75000,0,0,0,0,0,0,0,914040,4782458,0,0,0,0,0,0,0,0,0,0,17223079,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,61476,0,0,0,0,0,0,0,0,0,12562469,0,0,113396,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,12/31/2025 0:00:00,63,0,0,0,0,117788943,518653,0,129143078,0,117788943,518653,0,0,0,0,27,0,0,0,0,62025,0,0,0,0,0,0,0,0,4730490,0,1579703,0,0,0,0,0,0,0,0,0,0,0,759065,0,0,0,0,0,0,0,0,2730836,7267,404622,1046158,217677,743860,193035,0,0,0,0,23071,64811,19869750,0,0,2243936,0,0,0,0,0,7745916,0,0,0,0,649,3702,129,10677,0,368,15525,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,6310193,0,1309214,1281720,0,650538,0,200800,0,0,0,0,0,0,0,0,580096,15395924,0,0,0,0,0,0,0,0,-336442,0,11145147,863,0,0,0,176133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,8960162,0,0,0,0,0,0,0,0,0,10040000,0,0,3950484,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,12/31/2025 0:00:00,69,0,0,0,0,826030,0,0,1002993,0,826030,0,0,0,0,0,1,0,0,0,0,122024,0,0,0,0,0,0,0,0,16006,0,31956,0,0,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,27222,0,0,26120,450,3756,4440,0,0,0,0,0,481,26464,0,0,25497,0,0,0,0,0,102842,0,0,0,0,0,0,0,153,60,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,47962,0,26867,672,0,14588,0,3333,0,0,0,0,0,0,0,0,234,91819,0,0,0,0,0,0,0,0,0,0,173215,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2025 0:00:00,70,0,0,0,0,93752756,2727048,38890,114143601,0,93752756,2727048,38890,0,0,0,56,0,0,0,0,62025,0,0,0,0,0,0,0,0,3206997,0,2191424,0,0,0,0,0,0,0,0,0,0,0,409124,0,0,0,0,0,0,0,0,1707492,11267,195362,321514,48486,343852,1062068,0,0,0,0,19169,37702,11637820,0,0,9609393,0,0,0,0,1444210,591206,0,0,0,931260,720,3446,246,7581,293,147,12433,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,5398421,0,1340384,1062754,0,1929139,0,461679,36752,0,0,0,0,0,0,0,929549,9918012,0,0,0,0,0,0,0,0,0,0,17073368,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,6282414,0,0,0,0,0,0,0,0,0,19618917,0,0,518175,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,12/31/2025 0:00:00,72,0,0,0,0,38339673,80523,10610,43426684,0,38339673,80523,10610,0,0,0,47,0,0,0,0,62025,0,0,0,0,0,0,0,0,1597986,0,376632,0,0,0,0,0,0,0,0,0,0,0,391970,0,0,0,0,0,0,0,0,752203,1555,141839,322480,186,171803,259782,0,0,0,0,13836,12120,18580622,0,0,2628986,0,0,0,0,512789,532609,0,0,0,126487,113,3592,49,10091,27,0,13872,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1974618,0,518457,67556,0,685399,0,72987,3087,0,0,0,0,0,0,0,878712,1993781,0,0,0,0,0,0,0,0,0,0,4836445,1114,0,0,0,59634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,18855737,0,0,0,0,0,0,0,0,0,3650000,0,0,741362,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,12/31/2025 0:00:00,74,0,0,0,0,4945503,0,0,5450476,0,4945503,0,0,0,0,0,0,0,0,0,0,82025,0,0,0,0,0,0,0,0,177003,7116,45890,0,0,0,0,0,0,0,0,0,0,0,5117,0,0,0,0,0,0,0,0,34598,0,0,12027,0,2350,5335,0,0,0,0,1283,744,1763463,0,0,1586547,0,0,0,0,0,33344,0,0,0,0,0,0,0,346,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,215777,0,5117,125714,0,36443,0,0,0,0,0,0,0,0,0,0,0,318735,0,0,0,0,0,0,0,0,0,0,503469,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488221,0,0,33344,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2025 0:00:00,75,0,0,0,0,1382412,0,0,1533497,0,1382412,0,0,0,0,0,2,0,0,0,0,122025,0,0,0,0,0,0,0,0,55228,5523,14206,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6459,0,0,5364,173,0,1167,0,0,0,0,0,532,748359,0,0,250885,0,0,0,0,0,14124,0,0,0,0,0,0,0,121,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,63911,0,3,44699,0,5520,0,11176,0,0,0,0,0,0,0,0,0,122066,0,0,0,0,0,0,0,0,0,0,151085,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2025 0:00:00,77,0,0,0,0,383730127,19879710,3631759,491379125,0,389604127,24457710,3631759,0,0,0,146,0,0,0,0,62025,0,0,0,0,0,0,0,0,17066208,0,5854752,0,0,0,0,0,0,0,0,0,0,0,1661683,0,0,0,0,0,0,0,0,9275905,128703,444248,3558051,983408,1441060,794230,0,33095,0,0,82082,282926,24190476,0,0,28967008,0,0,0,0,17553272,14051982,0,0,0,0,1902,12578,579,32038,0,1767,48908,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,22920960,0,3702551,5222330,0,1532903,0,0,0,0,0,0,0,0,0,0,4944881,16546196,0,0,0,0,0,0,0,0,0,0,43137972,878,0,0,0,132882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,4230425,0,0,0,0,0,15000000,14000000,0,29000000,105122200,0,0,7019480,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
