"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
12473,12/31/2025 0:00:00,6237,0,0,0,0,0,0,834980,0,0,0,0,0,0,0,4968012,0,0,0,0,0,0,0,0,0,1502818,0,0,0,0,599297,0,0,746006,15353748,0,0,0,0,8205453,55,1,0,0,0,0,22,0,8,1,38,1,42,17,0,6,0,14,56,969,186,0,0,0,0,0,0,772
12478,12/31/2025 0:00:00,6240,0,0,0,0,0,0,633702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9025,642727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,0,0,0,0,0,0,279
12505,12/31/2025 0:00:00,6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12508,12/31/2025 0:00:00,6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
12543,12/31/2025 0:00:00,6268,0,0,0,0,0,0,36152408,0,0,0,0,0,0,0,8126439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937752,0,0,0,45550190,0,0,0,0,333591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,392,0,0,0,0,0,0,15
12546,12/31/2025 0:00:00,6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12570,12/31/2025 0:00:00,6281,0,0,0,0,0,0,541449,0,0,0,0,0,0,0,4240328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345970,5167020,0,0,0,0,39273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,28,5,0,0,0,0,0,88
12601,12/31/2025 0:00:00,6300,0,0,0,0,0,0,122926,0,0,0,0,0,0,0,949191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035198,4107315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,25,0,0,0,0,0,0,296
12604,12/31/2025 0:00:00,6302,0,0,0,0,0,0,5312963,0,0,0,0,0,0,0,4453753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115368,0,0,497690,12025151,0,0,0,0,1645377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,310,0,0,0,0,0,0,81
12608,12/31/2025 0:00:00,6305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,37
12613,12/31/2025 0:00:00,6310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12616,12/31/2025 0:00:00,6312,0,0,0,0,0,0,1412996,0,0,0,0,0,0,0,1966511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4364224,0,0,0,0,984717,0,70,0,0,0,0,0,13,0,10,0,54,54,0,16,0,28,16,70,244,59,49,0,0,3,0,3,373
12619,12/31/2025 0:00:00,6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
12624,12/31/2025 0:00:00,6319,0,0,0,0,0,0,1955738,0,0,0,0,0,0,0,1836300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55506,0,0,0,3847544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,85,0,0,0,0,0,0,46
12643,12/31/2025 0:00:00,6329,0,0,0,0,0,0,2221530,0,0,0,0,0,0,0,3294652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1673577,0,0,1639241,11273276,0,0,0,0,2444276,4,1,0,0,0,0,0,0,2,1,2,1,3,2,0,0,0,2,5,372,40,0,0,0,0,0,0,179
12648,12/31/2025 0:00:00,6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46212,0,0,0,0,46212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,33
12654,12/31/2025 0:00:00,6337,0,0,0,0,0,0,2641621,0,0,0,0,0,0,0,1550314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999593,0,0,0,0,807658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,119,0,0,0,0,0,0,56
12666,12/31/2025 0:00:00,6344,0,0,0,0,0,0,5106774,0,0,0,0,0,0,0,1706594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50854,0,0,0,7160375,0,0,0,0,296153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,126,0,0,0,0,0,0,21
12671,12/31/2025 0:00:00,6348,0,0,0,0,0,0,1099000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28800,0,0,0,1131878,0,0,0,0,4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,0,0,0,0,0,0,39
12673,12/31/2025 0:00:00,6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
12679,12/31/2025 0:00:00,6354,0,0,0,0,0,0,5815497,0,0,0,0,0,0,0,18262586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30005267,0,0,0,0,5927184,4,21,0,0,0,0,4,3,0,14,4,21,27,0,0,0,4,0,25,138,902,0,0,0,0,0,0,20
12686,12/31/2025 0:00:00,6358,0,0,0,0,0,0,914636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914636,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,53,3,0,0,0,0,0,0,92
12697,12/31/2025 0:00:00,6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20875138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77640,0,0,481766,33999301,0,0,0,0,12564757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,3,52,0,0,0,0,0,1601
12729,12/31/2025 0:00:00,6377,0,0,0,0,0,0,9534235,0,0,0,0,0,0,0,10194189,0,0,0,0,0,0,0,0,0,1619238,0,0,0,0,1866495,0,0,24216,35274093,0,0,0,0,13654958,81,10,0,7,0,0,19,2,21,5,57,10,67,17,0,16,2,24,91,560,351,3,0,0,1,0,1,161
12735,12/31/2025 0:00:00,6381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
12745,12/31/2025 0:00:00,6388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,23,24,31,0,0,0,0,0,0,76
12748,12/31/2025 0:00:00,6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,12/31/2025 0:00:00,6395,0,0,0,0,0,0,1139544,0,0,0,0,0,0,0,3697138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31678,0,0,0,4934580,0,0,0,0,66220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,123,0,0,0,0,0,0,101
12765,12/31/2025 0:00:00,6401,0,0,0,0,0,0,92601263,0,0,0,0,0,0,0,106640525,0,0,0,0,0,0,0,0,0,21470502,0,0,0,0,9061674,0,0,298298,233604288,0,0,0,0,25002528,445,55,0,5,0,0,139,11,103,26,371,55,427,69,0,121,16,76,500,5568,3645,3,1,0,0,0,1,4528
12771,12/31/2025 0:00:00,6404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
12794,12/31/2025 0:00:00,6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12805,12/31/2025 0:00:00,6421,0,0,0,0,0,0,21559615,0,0,0,0,0,0,0,40756140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825876,0,0,0,74254797,0,0,0,0,8113166,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,184,762,0,0,0,0,0,0,491
12808,12/31/2025 0:00:00,6423,0,0,0,0,0,0,1578945,0,0,0,0,0,0,0,7012546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10097018,0,0,0,0,1505527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,161,40,0,0,0,0,0,549
12813,12/31/2025 0:00:00,6427,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455507,1038196,0,0,0,0,570189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,0,0,0,0,0,0,258
12814,12/31/2025 0:00:00,6428,0,0,0,0,0,0,9829276,0,0,0,0,0,0,0,36370158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703519,47902953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,27,158,0,0,0,0,0,62
12826,12/31/2025 0:00:00,6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
12837,12/31/2025 0:00:00,6446,0,0,0,0,0,0,24177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6454,0,0,236267,266898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,11
12847,12/31/2025 0:00:00,6453,0,0,0,0,0,0,1507308,0,0,0,0,0,0,0,962573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,0,0,861551,3682368,0,0,0,0,347504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,26
12852,12/31/2025 0:00:00,6456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,10,0,0,0,0,0,0,136
12858,12/31/2025 0:00:00,6459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7722525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147708,0,0,1549282,11055530,0,0,0,0,1636015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,565,0,0,0,0,0,0,319
12859,12/31/2025 0:00:00,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
12873,12/31/2025 0:00:00,6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162998,162998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,34
12877,12/31/2025 0:00:00,6471,0,0,0,0,0,0,1374669,0,0,0,0,0,0,0,3139215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81990,0,0,2609490,8559909,0,0,0,0,1354545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,45,0,0,0,0,0,0,98
12890,12/31/2025 0:00:00,6478,0,0,0,0,0,0,3976623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272636,0,0,0,0,0,0,0,1513227,5527566,0,0,0,0,37716,72,0,0,0,0,0,0,0,32,0,49,0,48,12,0,1,0,23,72,613,167,0,13,11,0,0,24,229
12892,12/31/2025 0:00:00,6480,0,0,0,0,0,0,298870,0,0,0,0,0,0,0,4841288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5447208,10598662,0,0,0,0,11296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,0,0,0,0,0,0,41
12898,12/31/2025 0:00:00,6482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82497,0,0,0,148879,0,0,0,0,35691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
12900,12/31/2025 0:00:00,6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
12906,12/31/2025 0:00:00,6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87894,0,0,269301,986722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,14,0,0,0,0,0,0,27
12912,12/31/2025 0:00:00,6492,0,0,0,0,0,0,1133994,0,0,0,0,0,0,0,34498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,0,0,0,0,0,0,20
12922,12/31/2025 0:00:00,6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
12935,12/31/2025 0:00:00,6506,0,0,0,0,0,0,10616819,0,0,0,0,0,0,0,17714174,0,0,0,0,0,0,0,0,0,210472,0,0,0,0,0,0,0,2612774,37002484,0,0,0,0,6058717,54,56,2,3,0,0,15,7,11,14,44,56,100,5,0,18,35,10,110,356,462,36,0,0,0,0,0,81
12938,12/31/2025 0:00:00,6507,0,0,0,0,0,0,201147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,0,0,168
12944,12/31/2025 0:00:00,6511,0,0,0,0,0,0,525704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,37
12956,12/31/2025 0:00:00,6520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
12957,12/31/2025 0:00:00,6521,0,0,0,0,0,0,27576178,0,0,0,0,0,0,0,24169096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894757,0,0,751521,56089152,0,0,0,0,2697600,0,14,0,0,0,0,0,4,0,6,0,14,14,0,0,0,4,0,14,1412,560,0,0,0,0,0,0,175
12977,12/31/2025 0:00:00,6530,0,0,0,0,0,0,64328071,0,0,0,0,0,0,0,131862631,0,0,0,0,0,0,0,0,0,367150,0,0,0,0,15133544,0,0,1355127,247479733,0,0,0,0,34800360,72,106,0,4,0,0,9,6,17,38,66,58,124,2,30,40,5,52,178,722,414,0,0,0,8,18,26,544
12980,12/31/2025 0:00:00,6532,0,0,0,0,0,0,3279314,0,0,0,0,0,0,0,1435928,0,0,0,0,0,0,0,0,0,91114,0,0,0,0,59965,0,0,154608,4929815,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,3,4,101,61,0,0,0,0,0,0,213
13028,12/31/2025 0:00:00,6562,0,0,0,0,0,0,186148,0,0,0,0,0,0,0,662655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257851,2646684,0,0,0,0,1540030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,0,0,0,0,0,0,14
13035,12/31/2025 0:00:00,6565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5358251,0,0,0,0,927266,6,0,0,0,0,0,2,0,1,0,3,0,3,3,0,0,0,3,6,63,232,0,0,0,0,0,0,97
13044,12/31/2025 0:00:00,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527404,0,0,0,3947981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65
13062,12/31/2025 0:00:00,6580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
13067,12/31/2025 0:00:00,6582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273628,0,0,0,0,30655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,51,0,0,0,0,0,0,10
13102,12/31/2025 0:00:00,6597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4671,0,0,0,643320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,4
13103,12/31/2025 0:00:00,6598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,69
13115,12/31/2025 0:00:00,6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
13121,12/31/2025 0:00:00,6614,0,0,0,0,0,0,4062848,0,0,0,0,0,0,0,8974182,0,0,0,0,0,0,0,0,0,885314,0,0,0,0,0,0,0,0,18371071,0,0,0,0,5334041,28,25,0,0,0,0,9,3,6,16,22,25,47,6,0,3,5,6,53,572,190,0,0,0,1,0,1,238
13131,12/31/2025 0:00:00,6623,0,0,0,0,0,0,17298310,0,0,0,0,0,0,0,2758761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22100103,0,0,0,0,2043032,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,328,231,0,0,0,0,0,0,175
13132,12/31/2025 0:00:00,6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4,0,0,0,0,0,77
13161,12/31/2025 0:00:00,6641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
13167,12/31/2025 0:00:00,6645,0,0,0,0,0,0,196555,0,0,0,0,0,0,0,1616300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381410,0,0,0,0,568555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,30,0,0,0,0,0,0,134
13186,12/31/2025 0:00:00,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
13190,12/31/2025 0:00:00,6656,0,0,0,0,0,0,6920571,0,0,0,0,0,0,0,1659536,0,0,0,0,0,0,0,0,0,602380,0,0,0,0,101984,0,0,1262163,9944254,0,0,0,0,0,39,0,0,0,0,0,8,0,7,0,17,0,17,22,0,2,0,23,39,532,384,3,0,0,0,0,0,403
13224,12/31/2025 0:00:00,6671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
13233,12/31/2025 0:00:00,6676,0,0,0,0,0,0,4041313,0,0,0,0,0,0,0,1410785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,0,190991,5840082,0,0,0,0,195368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,107,0,0,0,0,0,0,60
13242,12/31/2025 0:00:00,6684,0,0,0,0,0,0,168638158,0,0,0,0,0,0,0,314796399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15785849,0,0,0,555166958,0,0,0,0,55946552,16,16,0,0,0,0,8,2,6,8,15,16,31,1,0,1,6,1,32,1732,5400,1228,0,0,0,0,0,3372
13248,12/31/2025 0:00:00,6686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
13254,12/31/2025 0:00:00,6688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039064,0,0,0,0,1580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
13261,12/31/2025 0:00:00,6694,0,0,0,0,0,0,41747,0,0,0,0,0,0,0,1703639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30445,0,0,0,2100206,0,0,0,0,324375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,51
13265,12/31/2025 0:00:00,6697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9147,0,0,1912298,2378603,0,0,0,0,457158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,49
13271,12/31/2025 0:00:00,6699,0,0,0,0,0,0,2143273,0,0,0,0,0,0,0,16631704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18968838,0,0,0,0,193861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,173,0,0,0,0,0,0,96
13274,12/31/2025 0:00:00,6702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
13279,12/31/2025 0:00:00,6705,0,0,0,0,0,0,3186072,0,0,0,0,0,0,0,2573432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5759504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,127,0,0,0,0,0,0,57
13290,12/31/2025 0:00:00,6715,0,0,0,0,0,0,1670986,0,0,0,0,0,0,0,3360558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27056,6375613,0,0,0,0,1317013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,6,0,0,0,0,0,0,204
13300,12/31/2025 0:00:00,6722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102770,0,0,0,2048117,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,5,1,6,1,0,4,0,1,7,77,8,0,0,0,0,0,0,23
