"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
66886,12/31/2025 0:00:00,21107,0,0,0,0,0,0,10022172,0,0,0,0,0,0,0,15854958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3365227,0,0,65000,34037008,0,0,0,0,4729651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,924,0,0,0,0,0,0,960
66899,12/31/2025 0:00:00,21120,0,0,0,0,0,0,30317,0,0,0,0,0,0,0,936210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28633,0,0,0,1271720,0,0,0,0,276560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,0,0,0,0,0,0,50
66913,12/31/2025 0:00:00,21134,0,0,0,0,0,0,218085,0,0,0,0,0,0,0,4541719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4759804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,24
66924,12/31/2025 0:00:00,21145,0,0,0,0,0,0,10552053,0,0,0,0,0,0,0,34051587,0,0,0,0,0,0,0,0,0,4120445,0,0,0,0,418413,0,0,10623636,69590607,0,0,0,0,13944918,312,10,0,0,1,0,48,9,71,0,305,9,313,7,0,174,0,8,322,1597,520,16,12,0,0,0,12,337
66929,12/31/2025 0:00:00,21150,0,0,0,0,0,0,189872,0,0,0,0,0,0,0,3200309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215060,0,0,0,4166094,0,0,0,0,560853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,52,0,0,0,0,0,0,134
66933,12/31/2025 0:00:00,21154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
66942,12/31/2025 0:00:00,21163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,0,0,0,0,0,0,117
66954,12/31/2025 0:00:00,21175,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,2498002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62011,0,0,0,2590013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,140
66956,12/31/2025 0:00:00,21177,0,0,0,0,0,0,205742,0,0,0,0,0,0,0,10007395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158837,0,0,0,10371974,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,6,36,114,0,0,0,0,0,0,23
66965,12/31/2025 0:00:00,21186,0,0,0,0,0,0,11798156,0,0,0,0,0,0,0,27948127,0,0,0,0,0,0,0,0,0,591401,0,0,0,0,1872279,0,0,0,49084050,0,0,0,0,7465488,42,17,0,0,0,0,0,0,31,17,38,17,55,4,0,7,0,4,59,284,763,0,0,0,0,0,0,206
66967,12/31/2025 0:00:00,21188,0,0,0,0,0,0,47618,0,0,0,0,0,0,0,747089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064207,0,0,0,0,1269500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,8,0,0,0,0,0,0,207
66970,12/31/2025 0:00:00,21191,0,0,0,0,0,0,326100,0,0,0,0,0,0,0,3210917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143597,0,0,42665,4845779,0,0,0,0,1122500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,0,0,0,0,0,0,327
66973,12/31/2025 0:00:00,21194,0,0,0,0,0,0,8822911,0,0,0,0,0,0,0,87426497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96249408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,499,0,0,0,0,0,0,239
66980,12/31/2025 0:00:00,21201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,34
66983,12/31/2025 0:00:00,21204,0,0,0,0,0,0,30333603,0,0,0,0,0,0,0,8375287,0,0,0,0,0,0,0,0,0,6557878,0,0,0,0,1437550,0,0,5476304,45660954,0,0,0,0,38210,615,1,19,41,0,0,103,1,31,0,279,1,280,165,0,93,0,336,616,2427,926,254,49,111,0,0,160,1284
66998,12/31/2025 0:00:00,21219,0,0,0,0,0,0,53589103,0,0,0,0,0,0,0,39947655,0,0,0,0,0,0,0,0,0,934251,0,0,0,0,1933863,0,0,0,107246371,0,0,0,0,11775750,167,9,0,30,0,0,0,0,85,3,131,9,141,6,0,46,2,37,176,2765,1932,2,0,0,0,0,0,43
66999,12/31/2025 0:00:00,21220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29097,29097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,68
67000,12/31/2025 0:00:00,21221,0,0,0,0,0,0,1056979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62054,0,0,96898,2389077,0,0,0,0,1173146,0,19,0,0,0,0,0,5,0,13,0,19,19,0,0,0,1,0,19,127,138,6,0,0,0,0,0,217
67003,12/31/2025 0:00:00,21224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
67005,12/31/2025 0:00:00,21226,0,0,0,0,0,0,3765830,0,0,0,0,0,0,0,2898125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371500,0,0,0,7080419,0,0,0,0,44964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,44,0,0,0,0,0,0,27
67009,12/31/2025 0:00:00,21230,0,0,0,0,0,0,32286,0,0,0,0,0,0,0,1203739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,89
67012,12/31/2025 0:00:00,21233,0,0,0,0,0,0,19176500,0,0,0,0,0,0,0,26432234,0,0,0,0,0,0,0,0,0,615800,0,0,0,0,8001,0,0,1795698,49798222,0,0,0,0,2385789,100,0,1,12,0,0,11,0,19,0,37,0,37,28,0,2,0,63,100,787,654,2,5,22,0,0,27,1418
67017,12/31/2025 0:00:00,21238,0,0,0,0,0,0,1100944,0,0,0,0,0,0,0,2728835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16985,5932136,0,0,0,0,2085372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,39,0,0,0,0,0,0,610
67021,12/31/2025 0:00:00,21242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656025,656025,0,0,0,0,0,23,0,0,0,0,0,2,0,2,0,4,0,4,19,0,0,0,19,23,833,10,0,0,0,0,0,0,313
67022,12/31/2025 0:00:00,21243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358344,358344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
67024,12/31/2025 0:00:00,21245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
67056,12/31/2025 0:00:00,21277,0,0,0,0,0,0,491154,0,0,0,0,0,0,0,707068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40144,1407792,0,0,0,0,169426,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,14,19,30,0,0,0,0,0,0,111
67066,12/31/2025 0:00:00,21287,0,0,0,0,0,0,537566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733324,0,0,416185,1784283,0,0,0,0,97208,0,2,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,2,275,122,0,0,0,0,0,0,746
67076,12/31/2025 0:00:00,21297,0,0,0,0,0,0,14944653,0,0,0,0,0,0,0,3023382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560591,0,0,5257212,26859133,0,0,0,0,3073295,62,0,0,0,0,0,10,0,0,0,10,0,10,48,0,0,0,52,62,183,473,105,0,4,0,0,4,597
67078,12/31/2025 0:00:00,21299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231763,231763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
67079,12/31/2025 0:00:00,21300,0,0,0,0,0,0,545718,0,0,0,0,0,0,0,2455113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3380788,0,0,0,0,379957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,134,0,0,0,0,0,0,213
67096,12/31/2025 0:00:00,21317,0,0,0,0,0,0,304853,0,0,0,0,0,0,0,1420822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358954,0,0,0,2413172,0,0,0,0,328543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,35,0,0,0,0,0,0,137
67108,12/31/2025 0:00:00,21329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
67127,12/31/2025 0:00:00,21348,0,0,0,0,0,0,5244331,0,0,0,0,0,0,0,2928214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544032,0,0,544032,9373682,0,0,0,0,113073,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,79,110,1,0,0,0,0,0,140
67129,12/31/2025 0:00:00,21350,0,0,0,0,0,0,8612327,0,0,0,0,0,0,0,2077125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306229,0,0,32861,11028542,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,82,150,0,0,0,0,0,0,144
67130,12/31/2025 0:00:00,21351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67132,12/31/2025 0:00:00,21353,0,0,0,0,0,0,61375431,0,0,0,0,0,0,0,30876224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998226,0,0,340913,98886628,0,0,0,0,5295834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,1455,0,0,0,0,0,0,2367
67140,12/31/2025 0:00:00,21361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67146,12/31/2025 0:00:00,21367,0,0,0,0,0,0,8848208,0,0,0,0,0,0,0,3919019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228682,0,0,0,15013320,0,0,0,0,2017411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,270,0,0,0,0,0,0,492
67147,12/31/2025 0:00:00,21368,0,0,0,0,0,0,7053177,0,0,0,0,0,0,0,2327873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415538,0,0,52656,10929318,0,0,0,0,1080074,4,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,2,4,136,113,0,0,0,0,0,0,649
67149,12/31/2025 0:00:00,21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
67153,12/31/2025 0:00:00,21374,0,0,0,0,0,0,4080537,0,0,0,0,0,0,0,9488573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268337,0,0,0,15130245,0,0,0,0,292798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,195,27,0,0,0,0,0,714
67156,12/31/2025 0:00:00,21377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
67160,12/31/2025 0:00:00,21381,0,0,0,0,0,0,2552403,0,0,0,0,0,0,0,728945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225794,0,0,0,3621305,0,0,0,0,114163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,27,0,0,0,0,0,0,331
67163,12/31/2025 0:00:00,21384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107859,0,0,0,108620,0,0,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,139
67173,12/31/2025 0:00:00,21394,0,0,0,0,0,0,22161105,0,0,0,0,0,0,0,908310,0,0,0,0,0,0,0,0,0,2988732,0,0,0,0,0,0,0,4603303,29594253,0,0,0,0,1921535,143,3,0,3,0,0,46,2,13,1,87,3,90,50,0,22,0,56,146,3597,884,120,5,3,0,0,8,883
67176,12/31/2025 0:00:00,21397,0,0,0,0,0,0,1423253,0,0,0,0,0,0,0,4163943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103870,5691066,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,4,4,0,0,0,0,0,4,187,97,6,0,0,0,0,0,161
67178,12/31/2025 0:00:00,21399,0,0,0,0,0,0,93989,0,0,0,0,0,0,0,12985013,0,0,0,0,0,0,0,0,0,734631,0,0,0,0,58582,0,0,932642,15159581,0,0,0,0,1089355,51,3,0,3,0,0,20,1,0,2,32,3,35,16,0,11,0,19,54,639,92,3,1,0,0,0,1,337
67181,12/31/2025 0:00:00,21402,0,0,0,0,0,0,26525289,0,0,0,0,0,0,0,3055518,0,0,0,0,0,0,0,0,0,5,0,0,0,0,963864,0,0,0,32806389,0,0,0,0,2261718,17,34,0,0,0,0,2,7,11,20,16,34,50,1,0,2,6,1,51,229,403,1,0,0,0,0,0,105
67183,12/31/2025 0:00:00,21404,0,0,0,0,0,0,5262034,0,0,0,0,0,0,0,5095031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644350,0,0,0,14565535,0,0,0,0,3564120,2,12,0,0,0,0,2,4,0,4,2,11,13,0,1,0,2,1,14,536,171,0,0,0,1,0,1,944
67184,12/31/2025 0:00:00,21405,0,0,0,0,0,0,18252618,0,0,0,0,0,0,0,26074843,0,0,0,0,0,0,0,0,0,12344983,0,0,0,0,959859,0,0,385921,46891536,0,0,0,0,1218295,103,6,1,9,0,0,9,0,11,3,30,5,35,63,1,10,0,74,109,795,1108,108,0,0,0,0,0,855
67185,12/31/2025 0:00:00,21406,0,0,0,0,0,0,376577,0,0,0,0,0,0,0,2329596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780013,0,0,0,4026898,0,0,0,0,540712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,91,28,0,0,0,0,0,0,135
67187,12/31/2025 0:00:00,21408,0,0,0,0,0,0,442866,0,0,0,0,0,0,0,7446261,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,126740,0,0,0,9269084,0,0,0,0,1253217,20,0,0,0,0,0,2,0,7,0,19,0,11,1,0,10,0,1,20,268,276,0,0,0,0,0,0,120
67190,12/31/2025 0:00:00,21411,0,0,0,0,0,0,1482643811,0,0,0,0,0,0,0,785156603,0,0,0,0,0,0,0,0,0,174261517,0,0,0,0,11217668,0,0,39382824,2459215752,0,0,0,0,140814846,1663,2,3,282,0,0,489,0,136,2,845,2,994,533,0,181,0,861,1665,20652,32146,14,0,0,0,0,0,3360
67195,12/31/2025 0:00:00,21416,0,0,0,0,0,0,16948999,0,0,0,0,0,0,0,46164934,0,0,0,0,0,0,0,0,0,2681019,0,0,0,0,1592877,0,0,99685,65055621,0,0,0,0,249126,85,40,2,0,0,0,16,0,22,37,67,40,107,16,0,28,3,18,125,233,936,50,0,0,0,0,0,564
67196,12/31/2025 0:00:00,21417,0,0,0,0,0,0,5087624,0,0,0,0,0,0,0,7771236,0,0,0,0,0,0,0,0,0,2991611,0,0,0,0,128958,0,0,3539824,23492091,0,0,0,0,6964449,80,17,0,11,0,0,27,4,4,11,42,17,59,27,0,9,0,38,97,1096,137,170,2,0,0,0,2,2633
67197,12/31/2025 0:00:00,21418,0,0,0,0,0,0,283277,0,0,0,0,0,0,0,1477145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,0,0,165011,1927003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,62,13,0,0,0,0,0,198
67200,12/31/2025 0:00:00,21421,0,0,0,0,0,0,2259400,0,0,0,0,0,0,0,2469732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706219,5435351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,130,0,0,0,0,0,0,571
67201,12/31/2025 0:00:00,21422,0,0,0,0,0,0,4855717,0,0,0,0,0,0,0,5834551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2248463,0,0,0,15438231,0,0,0,0,2499500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,674,0,0,0,0,0,0,32
67208,12/31/2025 0:00:00,21429,0,0,0,0,0,0,9559549,0,0,0,0,0,0,0,17105956,0,0,0,0,0,0,0,0,0,34272503,0,0,0,0,11570792,0,0,3126673,55842594,0,0,0,0,14479624,2147,10,4,106,0,0,371,4,92,2,1111,10,1121,554,0,81,3,1036,2157,1506,590,58,544,372,0,0,916,2783
67214,12/31/2025 0:00:00,21435,0,0,0,0,0,0,9948942,0,0,0,0,0,0,0,4857451,0,0,0,0,0,0,0,0,0,498894,0,0,0,0,348089,0,0,0,19962382,0,0,0,0,4807900,15,0,0,1,0,0,4,0,3,0,10,0,10,4,0,1,0,5,15,589,606,0,2,0,0,0,2,2100
67222,12/31/2025 0:00:00,21443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15007,1291381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,58
67226,12/31/2025 0:00:00,21447,0,0,0,0,0,0,22089195,0,0,0,0,0,0,0,6344490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640927,0,0,0,41431634,0,0,0,0,12357022,1,10,0,0,0,0,0,2,0,7,0,10,9,1,0,0,0,1,11,100,497,2,0,0,0,0,0,77
67237,12/31/2025 0:00:00,23630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
67238,12/31/2025 0:00:00,23679,0,0,0,0,0,0,15258884,0,0,0,0,0,0,0,11917900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690551,0,0,191685,28059020,0,0,0,0,0,19,2,0,0,0,0,9,2,9,0,18,2,20,1,0,0,0,1,21,602,561,0,0,0,0,0,0,493
67240,12/31/2025 0:00:00,23535,0,0,0,0,0,0,1521863,0,0,0,0,0,0,0,3360462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76000,0,0,173880,5132205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,131,26,0,0,0,0,0,272
67243,12/31/2025 0:00:00,23153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,8,0,0,0,0,0,0,124
67248,12/31/2025 0:00:00,23376,0,0,0,0,0,0,5332067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585822,0,0,0,0,0,0,0,2866801,12139595,0,0,0,0,3940727,290,0,1,17,0,0,74,0,70,0,152,0,152,120,0,4,0,138,290,1424,778,70,0,0,0,0,0,490
67252,12/31/2025 0:00:00,6466,0,0,0,0,0,0,14705006,0,0,0,0,0,0,0,26253906,0,0,0,0,0,0,0,0,0,19387121,0,0,0,0,421754,0,0,575214,59014214,0,0,0,0,17058334,504,0,11,144,0,0,100,0,24,0,169,0,169,179,0,35,0,335,504,1388,532,8,5,1,0,0,6,1116
67262,12/31/2025 0:00:00,22275,0,0,0,0,0,0,8384314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813432,0,0,95623,14013324,0,0,0,0,4719955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,875,0,0,0,0,0,0,816
67263,12/31/2025 0:00:00,22450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13543,0,0,0,1498947,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,16,0,0,0,0,0,0,0,0,161
67264,12/31/2025 0:00:00,2522,0,0,0,0,0,0,103893994,0,0,0,0,0,0,0,77170856,0,0,0,0,0,0,0,0,0,2221437,0,0,0,0,0,0,0,10496799,229445778,0,0,0,0,37884129,140,0,0,0,0,0,28,0,26,0,74,0,74,66,0,19,0,66,140,2612,2251,0,0,0,0,0,0,20904
67269,12/31/2025 0:00:00,21685,0,0,0,0,0,0,30916536,0,0,0,0,0,0,0,30989327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122747,0,0,2402252,69778240,0,0,0,0,5347378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,1350,0,0,0,0,0,0,159
67270,12/31/2025 0:00:00,21694,0,0,0,0,0,0,74416315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671574,0,0,0,0,129496,0,0,1040084,89918721,0,0,0,0,14332826,186,1,11,11,0,0,82,0,23,1,120,1,121,44,0,9,0,66,187,1014,923,4,3,0,0,0,3,1321
67278,12/31/2025 0:00:00,21676,0,0,0,0,0,0,338166801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30065467,0,0,0,0,3458962,0,0,9323736,380822986,0,0,0,0,29873487,345,0,0,1,0,0,101,0,84,0,311,0,311,33,0,120,0,34,345,9029,4127,3,1,0,0,0,1,1225
67290,12/31/2025 0:00:00,22474,0,0,0,0,0,0,82840701,0,0,0,0,0,0,0,305812969,0,0,0,0,0,0,0,0,0,8685062,0,0,0,0,41189412,0,0,581257,507970578,0,0,0,0,77546239,277,30,0,4,0,0,129,18,76,7,216,30,246,57,0,6,1,61,307,4558,2683,3,0,0,0,0,0,890
67297,12/31/2025 0:00:00,22515,0,0,0,0,0,0,687432113,0,0,0,0,0,0,0,685887981,0,0,0,0,0,0,0,0,0,3642346,0,0,0,0,15384466,0,0,43226629,1720286681,0,0,0,0,288355492,182,3,1,14,0,0,81,0,22,1,115,3,118,52,0,6,2,67,185,10613,18859,12,0,0,0,0,0,7525
67309,12/31/2025 0:00:00,22517,0,0,0,0,0,0,1801191,0,0,0,0,0,0,0,1504681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239217,0,0,0,3991706,0,0,0,0,446617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,98
67316,12/31/2025 0:00:00,22530,0,0,0,0,0,0,6003623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193403,0,0,140568,12297733,0,0,0,0,5960139,11,85,0,0,0,0,0,0,1,0,1,11,12,10,74,0,11,84,96,274,259,0,0,0,0,0,0,287
67318,12/31/2025 0:00:00,22549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254374,0,0,0,0,254374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12
67319,12/31/2025 0:00:00,22470,0,0,0,0,0,0,2047043,0,0,0,0,0,0,0,3754877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77980,0,0,0,6365757,0,0,0,0,485857,2,16,0,0,0,0,0,3,0,8,0,14,14,2,2,0,3,4,18,219,76,0,0,0,0,0,0,106
67323,12/31/2025 0:00:00,22488,0,0,0,0,0,0,826954,0,0,0,0,0,0,0,444214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861572,0,0,0,2132740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,64
67327,12/31/2025 0:00:00,22640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
