"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
47,12/31/2025 0:00:00,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11529073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8862608,0,0,0,0,1745729,696953,0,12473410,0,0,0,0,0,640143,0,93,0,0,0,0,0,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,180,28,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496081,0,0,0,0,0,0,0,0,496081,49650931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12/31/2025 0:00:00,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42511,0,0,0,0,0,0,0,0,0,0,0,0,30779557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7536318,0,0,5810,0,1681970,693640,1810,0,0,0,0,0,0,160233,0,161,0,0,0,0,0,6904,0,224182,0,0,0,0,0,0,0,0,0,0,0,0,0,692,859,19,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7293286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,0,0,0,0,8,20793,0,54179,4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664138,0,0,0,0,0,0,0,0,2664138,49378449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,12/31/2025 0:00:00,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90633872,0,0,0,0,0,0,0,0,0,0,0,0,1887051036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358641421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,1589516538,0,0,45656535,6499652,220524936,265756216,8645662,2743989122,0,0,0,0,0,6089159,0,65885,0,0,0,0,0,1253843,0,3313253,0,0,0,0,0,0,0,0,0,0,0,0,0,119761,102665,86,112025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185288544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501285,0,542324,0,0,1388,6625763,0,8281403,918655,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647621772,0,0,0,0,0,0,0,0,647621772,7528279310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,12/31/2025 0:00:00,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27378829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15957816,0,0,48519,0,1028592,218785,76346,8161299,0,0,0,0,0,161277,0,73,0,0,0,0,0,9692,0,28116,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,378,9,122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27869,0,11842,0,0,22,60673,0,63339,9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4850304,0,0,0,0,0,0,0,0,4850304,49443399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,12/31/2025 0:00:00,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315022,0,0,0,0,0,0,0,0,0,0,0,0,109284691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70077302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105498710,0,0,691568,670667,11436837,3946811,721545,117591473,0,0,0,0,0,383022,0,377,0,0,0,0,0,69884,0,311577,0,0,0,0,0,0,0,0,0,0,0,0,0,6296,4848,38,32024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82303,0,52159,0,0,56,160887,0,240318,91717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31957179,0,0,0,0,0,0,0,0,31957179,418464054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,12/31/2025 0:00:00,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14463655,0,0,0,0,0,0,0,0,0,0,0,0,80451261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39983165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,54671663,0,0,0,0,8066781,209009,46177,10054994,0,0,0,0,0,2288481,0,731,0,0,0,0,0,27528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,10,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8146786,0,0,0,0,0,0,0,0,8146786,178916520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,12/31/2025 0:00:00,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437147,0,0,0,0,0,0,0,0,0,0,0,0,202270436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8038350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103355,0,0,0,250011055,0,0,6303209,1744278,23658332,30087126,6922066,104235806,0,0,0,0,0,1481743,0,4492,0,0,0,0,0,77967,0,830244,0,0,0,0,0,0,0,0,0,0,0,0,0,7134,3537,36,102025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18624,0,4521,0,0,23,76196,0,311017,127404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103342482,0,0,0,0,0,0,0,0,103342482,731713251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,12/31/2025 0:00:00,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88561486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83288530,0,0,997481,112545,4587419,2295864,645353,65688708,0,0,0,0,0,1523984,0,325,0,0,0,0,0,36852,0,462603,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,1316,17,122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14196377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53859,0,5188,0,1258,14,77725,0,183360,42093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21526625,0,0,0,0,0,0,0,0,21526625,251780309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,12/31/2025 0:00:00,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28630,0,0,0,0,0,0,0,0,0,0,0,0,2412678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73278,0,116,0,0,0,0,0,1414,0,31540,0,0,0,0,0,0,0,0,0,0,0,0,0,110,101,5,122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3051,0,4019,0,0,4,7262,0,148,4657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2441308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,12/31/2025 0:00:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8434707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486941,0,0,0,0,0,154945,0,0,0,0,0,0,0,11296,0,62,0,0,0,0,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,2,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102558,0,0,0,0,0,0,0,0,102558,9410641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,12/31/2025 0:00:00,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18669896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9372526,0,0,1144711,572379,7163405,1537839,709431,11040745,0,0,0,0,0,14800,0,50,0,0,0,0,0,7931,0,32384,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,351,5,122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7154374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14048,0,28981,0,0,13,50987,0,22159,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199223,0,0,0,0,0,0,0,0,1199223,63130033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,12/31/2025 0:00:00,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50947,0,0,0,0,0,0,0,0,0,0,0,0,14497746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4607130,0,0,147396,0,3739384,472727,0,4268424,0,0,0,0,0,67235,0,226,0,0,0,0,0,5801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,221,4,72025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2786,0,2915,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227790,0,0,0,0,0,0,0,0,1227790,34158502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,12/31/2025 0:00:00,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17342006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115305,0,0,1640890,866584,2918117,0,0,0,0,0,0,0,0,2619553,0,0,0,0,0,0,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5462810,0,0,0,0,0,0,0,0,5462810,27784834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,12/31/2025 0:00:00,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142373,0,0,0,0,0,0,0,0,0,0,0,0,29971531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4889035,0,0,3150345,0,6956096,8874889,0,0,0,0,0,0,0,194185,0,24,0,0,0,0,0,7078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,776,6,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,4,8164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9960863,0,0,0,0,0,0,0,0,9960863,68965145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,12/31/2025 0:00:00,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61088942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17870155,0,0,94965,0,1481196,423688,0,12503148,0,0,0,0,0,42747,0,82,0,0,0,0,0,15525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,1,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4753541,0,0,0,0,0,0,0,0,4753541,113554055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,12/31/2025 0:00:00,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23698,0,0,0,0,0,0,0,0,0,0,0,0,802332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21020,0,1,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,112025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12/31/2025 0:00:00,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672236,0,0,0,0,0,0,0,0,0,0,0,0,44317427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19426919,0,0,450059,38890,3799355,2276989,0,4661638,0,0,0,0,0,686276,0,443,0,0,0,0,0,12433,0,10813,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,479,11,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10987,0,9634,0,0,21,28528,0,26846,4264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4655963,0,0,0,0,0,0,0,0,4655963,91862731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,12/31/2025 0:00:00,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521,0,0,0,0,0,0,0,0,0,0,0,0,23583896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12104093,0,0,12515,10046,828172,68008,564,0,0,0,0,0,0,126301,0,140,0,0,0,0,0,13872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,154,9,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915,0,1306,0,0,4,4221,0,7048,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110182,0,0,0,0,0,0,0,0,110182,38320621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,12/31/2025 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4945503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296976,0,49,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,92025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4945503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12/31/2025 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156004,0,11,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,102024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2025 0:00:00,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139154807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,14000000,0,0,5874000,4578000,0,0,99638742,0,0,4348643,1151923,14942643,15531067,2479836,94182985,0,0,0,0,0,243075,0,1020,0,0,0,0,0,48864,0,485148,0,0,0,0,0,0,0,0,0,0,0,0,0,6243,4816,7,32025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29826036,0,2260270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152333,0,0,0,0,41,285935,0,600935,108815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48181662,0,0,0,0,0,0,0,0,48181662,369511933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,12/31/2025 0:00:00,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288593830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4712220,0,0,0,208107773,0,0,3688576,1146664,33213392,29821374,8863658,121926046,0,0,0,0,0,2438397,0,1796,0,0,0,0,0,120762,0,1432553,0,0,0,0,0,0,0,0,0,0,0,0,0,20382,11228,21,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628025,0,110510,0,0,154,1039964,0,1738175,204749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104612235,0,0,0,0,0,4712220,0,0,109324455,891251550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
