"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
66456,12/31/2025 0:00:00,20678,0,0,624373,0,1,0,151131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,248000,0,0,0,496000,0,0,0,46387,0,0,179,46566,0,0,0,0,375,37037091,0,0,0,0,0,0,0,0,01/01/2023,84886,41737221,0,0,0,0,0,0,0,0,0,0,0,290351,0,0,0,0,0,0,0,0,0,0
66461,12/31/2025 0:00:00,20683,0,0,108216,0,1,0,28620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697000,700000,200000,0,0,1597000,0,0,0,-3020,0,0,0,-3020,0,0,0,0,0,10221475,0,0,0,0,0,0,0,0,01/01/2023,5097,12884839,0,0,0,0,0,0,0,0,0,0,0,8898,0,0,0,0,0,0,0,0,0,0
66466,12/31/2025 0:00:00,20688,0,0,520263,0,1,0,117257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9403,0,0,189,-9214,0,0,0,0,0,37808456,0,0,0,0,0,0,0,0,01/01/2023,85268,45108409,0,0,0,0,0,0,0,0,0,0,0,206111,0,0,0,0,0,0,0,0,0,0
66476,12/31/2025 0:00:00,20698,0,0,200140,0,1,0,51994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244000,0,0,0,0,1244000,0,0,0,-10230,0,0,0,-10230,0,0,0,0,0,16721486,0,0,0,0,0,0,0,0,01/01/2023,36634,18864700,0,0,0,0,0,0,0,0,0,0,0,52966,0,0,0,0,0,0,0,0,0,0
66477,12/31/2025 0:00:00,20699,0,0,462559,113868,1,0,120481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392000,2491000,0,0,0,6883000,0,0,0,62608,0,0,-314,62294,0,0,0,0,2233,55582736,0,0,0,0,0,0,0,0,01/01/2023,4323,63602818,0,0,0,0,0,0,0,0,0,0,0,258848,0,0,0,0,0,0,0,0,0,0
66492,12/31/2025 0:00:00,20714,0,358152617,22155752,8830192,1,0,44100029,0,0,0,0,0,0,0,0,0,0,0,0,351954764,157816375,89051244,184935533,65975476,849733392,0,0,0,0,0,0,0,-1102637,0,30740642,0,0,23282,30763924,0,0,0,0,65376,5715572608,0,0,0,0,0,0,0,0,01/01/2023,6478993,6295868050,0,0,0,0,0,0,0,0,0,0,0,62588819,0,0,-2266396,0,0,0,0,0,0,0
66499,12/31/2025 0:00:00,20721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270134,0,0,0,0,0,0,0,0,,0,5323619,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0
66503,12/31/2025 0:00:00,20725,0,0,992711,0,1,0,384865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,250000,0,0,0,452474,0,0,511,452985,0,0,0,0,588,37337280,0,0,0,0,0,0,0,0,01/01/2023,30911,45479714,0,0,0,0,0,0,0,0,0,0,0,329932,0,0,0,0,0,0,0,0,0,0
66513,12/31/2025 0:00:00,20735,0,0,724522,129354,1,0,135107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44625,0,0,0,44625,0,0,0,0,0,48092915,0,0,0,0,0,0,0,0,Fiscal Year 2022,98833,53585382,0,0,0,0,0,0,0,0,0,0,0,2977,0,0,0,0,0,0,0,0,0,0
66529,12/31/2025 0:00:00,20751,0,0,460582,81350,1,0,493773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338000,3302000,493000,0,0,5133000,0,0,0,386931,0,0,0,386931,0,0,0,0,1128,105855810,0,0,0,0,0,0,0,0,01/01/2023,4149,116904300,0,0,0,0,0,0,0,0,0,0,0,248913,0,0,0,0,0,0,0,0,0,0
66530,12/31/2025 0:00:00,20752,0,0,44023,0,1,0,11736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5598,0,0,21,5619,0,0,0,0,23,9474377,0,0,0,0,0,0,0,0,01/01/2023,0,12369274,0,0,0,0,0,0,0,0,0,0,0,37003,0,0,0,0,0,0,0,0,0,0
66532,12/31/2025 0:00:00,20754,0,699414,949538,0,1,0,821764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13665,0,0,746,14411,0,0,0,0,2783,121300845,0,0,0,0,0,0,0,0,01/01/2023,4561,138972983,0,0,0,0,0,0,0,0,0,0,0,57024,0,0,0,0,0,0,0,0,0,0
66537,12/31/2025 0:00:00,20759,0,0,1263070,6902,1,597,464334,0,0,0,0,0,0,0,0,0,0,0,0,189229,252128,0,0,0,441357,0,498411,0,0,0,498411,0,-12191,0,308816,597,0,2106,311519,0,0,0,0,2106,57070394,0,0,0,0,0,0,0,0,01/01/2023,0,64992857,0,0,0,0,0,0,0,0,0,0,0,124640,0,0,0,0,0,0,0,0,0,597
66538,12/31/2025 0:00:00,20760,0,30629213,5553587,2633197,1,0,118038169,0,0,0,0,0,0,0,0,0,0,0,0,83284881,0,11802584,104268753,9792239,209148457,2646566,1046948,4136038,6136556,999171,14965279,0,-29329,0,55022975,0,0,238741,55261716,0,0,0,0,238741,3609188006,0,0,0,0,0,0,0,0,01/01/2023,69957000,3929049668,0,0,0,0,0,0,0,0,0,0,0,27364591,0,-7392224,0,0,0,0,0,0,0,0
66545,12/31/2025 0:00:00,20767,0,0,481176,76589,1,0,205109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116178,0,0,0,116178,0,0,0,0,0,40793859,0,0,0,0,0,0,0,0,01/01/2023,4824,48696867,0,0,0,0,0,0,0,0,0,0,0,408392,0,0,0,0,0,0,0,0,0,0
66546,12/31/2025 0:00:00,20768,0,0,33571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589250,0,0,0,0,0,0,0,0,,0,2179469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66549,12/31/2025 0:00:00,20771,0,0,725471,0,1,0,166416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4650000,6200000,0,0,0,10850000,0,0,0,80510,0,0,0,80510,0,0,0,0,9,37579338,0,0,0,0,0,0,0,0,01/01/2023,12215,46267296,0,0,0,0,0,0,0,0,0,0,0,212761,0,0,0,0,0,0,0,0,0,0
66555,12/31/2025 0:00:00,20777,0,0,1029979,0,1,0,360126,0,0,0,0,0,0,0,0,0,0,0,0,13875241,41668830,22119654,0,0,77663725,4221940,11130000,2218000,0,0,17569940,0,-111217,0,64920,0,0,36,64956,0,0,0,0,7819,234227854,0,0,0,0,0,0,0,0,01/01/2023,47691,264739884,0,0,0,0,0,0,0,0,0,0,0,58667,0,0,0,0,0,0,0,0,0,0
66565,12/31/2025 0:00:00,20787,0,0,3897,0,1,0,8530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,328,0,0,0,0,0,1508328,0,0,0,0,0,0,0,0,01/01/2023,0,1969586,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0
66582,12/31/2025 0:00:00,20804,0,0,45294,0,1,0,19829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384,0,0,0,6384,0,0,0,0,0,8160280,0,0,0,0,0,0,0,0,01/01/2023,7476,10894037,0,0,0,0,0,0,0,0,0,0,0,8785,0,0,0,0,0,0,0,0,0,0
66584,12/31/2025 0:00:00,20806,0,307318163,15205821,3895220,1,0,17072941,0,0,0,0,1760429,1760429,0,0,0,0,0,0,138813441,36730500,58454629,385677802,16230659,635907031,20,0,0,0,0,20,0,-90389052,0,5001184,0,0,0,5001184,0,0,0,0,0,3020705296,22,28874077,28874077,61,34745879,34745879,0,0,04/01/2023,9361044,3399715532,0,0,0,0,0,0,0,0,0,0,0,21002530,0,136889,0,0,0,0,0,0,0,0
