"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
8313,12/31/2025 0:00:00,3889,0,0,17486,0,1,0,76811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13437566,0,0,0,0,0,0,0,0,01/01/2023,42638,14475759,0,0,0,0,0,0,0,0,0,0,0,34971,0,0,0,0,0,0,0,0,0,0
8317,12/31/2025 0:00:00,3891,0,0,494248,0,1,0,146669,0,0,0,0,0,0,0,0,0,0,0,0,10895238,10234719,3386300,0,0,24516257,0,0,0,0,0,0,0,12,0,163249,0,0,0,163249,0,0,0,0,0,45756732,0,0,0,0,0,0,0,0,01/01/2023,120148,50717168,0,0,0,0,0,0,0,0,0,0,0,388408,0,0,0,0,0,0,0,0,0,0
8333,12/31/2025 0:00:00,3901,0,463258568,15830261,432,1,0,35577524,0,0,0,0,0,0,0,0,0,0,0,0,7598235,97942642,414684436,0,0,520225313,0,0,1888951,0,0,1888951,0,-44054807,0,9170164,0,0,568373,9738537,0,0,0,0,0,4149858475,0,0,0,0,0,0,0,0,01/01/2023,13213665,4789243763,0,0,0,0,0,0,0,0,0,0,0,18020042,0,0,0,0,0,0,0,0,0,0
8339,12/31/2025 0:00:00,3905,0,0,4864,0,1,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721735,0,0,0,0,0,0,0,0,12/01/2023,0,4648596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8344,12/31/2025 0:00:00,3908,0,24778,194473,0,1,0,213714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7769375,5424355,0,0,0,13193730,0,0,0,176680,0,0,0,176680,0,0,0,0,0,61773775,0,0,0,0,0,0,0,0,01/01/2023,-183702,78530933,0,0,0,0,0,0,0,0,0,0,0,16323,0,0,0,0,0,0,0,0,0,0
8349,12/31/2025 0:00:00,3910,0,0,1213981,4136,1,0,324734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6730065,13122870,15337000,0,0,35189935,0,0,0,158567,0,0,-39,158528,0,0,0,0,0,72389121,1,1048,1048,0,0,0,1,1048,10/01/2023,105877,81939842,0,0,0,0,0,0,0,0,0,0,0,413222,0,0,0,0,0,0,0,0,0,0
8367,12/31/2025 0:00:00,3918,0,0,723594,0,1,0,141439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102347,0,0,0,102347,0,0,0,0,0,78461940,0,0,0,0,0,0,0,0,03/01/2024,0,93579084,0,0,0,0,0,0,0,0,0,0,0,546444,0,0,0,0,0,0,0,0,0,0
8413,12/31/2025 0:00:00,3940,0,0,349809,400,1,0,245910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61250,0,0,0,61250,0,0,0,0,0,31515332,0,0,0,0,0,0,0,0,01/01/2023,0,36924185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8418,12/31/2025 0:00:00,3943,0,745431,978457,0,1,0,130256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,60000,0,0,0,0,0,46328942,0,0,0,0,0,0,0,0,01/01/2024,0,57290748,0,0,0,0,0,0,0,0,0,0,0,157144,0,0,0,0,0,0,0,0,0,0
8428,12/31/2025 0:00:00,3949,0,0,2538688,1183601,1,0,746154,0,0,0,0,0,0,0,0,0,0,0,0,499044,0,0,0,0,499044,0,0,0,0,0,0,0,1044,0,241046,0,0,0,241046,0,0,0,0,0,253132496,0,0,0,0,0,0,0,0,01/01/2023,242138,280616203,0,0,0,0,0,0,0,0,0,0,0,80906,0,0,0,0,0,0,0,0,0,0
8433,12/31/2025 0:00:00,3952,0,0,2484678,0,1,0,317110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,2250000,4500000,0,0,7650000,0,0,0,221208,0,0,1071,222279,0,0,0,0,10194,61150602,0,0,0,0,0,0,0,0,Fiscal Year 2022,61596,69258672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,12/31/2025 0:00:00,3953,0,0,459170,0,1,0,465921,0,0,0,0,0,0,0,0,0,0,0,0,260857,796042,4438069,5066121,108220,10669309,0,0,0,0,0,0,0,-1075451,0,183929,0,0,0,183929,0,0,0,0,1938,90324815,0,0,0,0,0,0,0,0,01/01/2023,268194,98501424,0,0,0,0,0,0,0,0,0,0,0,361842,0,0,274,0,0,0,0,0,0,0
8442,12/31/2025 0:00:00,3957,0,0,1318250,34833,1,0,342390,0,0,0,0,0,0,0,0,0,0,0,0,19297,104001,1561183,1207271,0,2891752,0,2636152,800000,2000000,600000,6036152,0,-401848,0,97043,0,0,0,97043,0,0,0,0,0,72718317,0,0,0,0,0,0,0,0,01/01/2023,49679,88237312,0,0,0,0,0,0,0,0,0,0,0,580876,0,0,0,0,0,2,499952,0,0,0
8445,12/31/2025 0:00:00,3959,0,0,1552571,0,1,0,450849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686374,0,0,0,686374,0,0,0,0,0,147647715,0,0,0,0,0,0,0,0,Fiscal Year 2022,95287,162360956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474,12/31/2025 0:00:00,3973,0,0,337320,0,1,0,27826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35527,0,0,0,35527,0,0,0,0,0,10802386,0,0,0,0,0,0,0,0,Fiscal Year 2022,11313,11727680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475,12/31/2025 0:00:00,3974,0,13418961,6976824,569443,1,0,2201623,0,0,0,0,0,0,0,0,0,0,0,0,20473588,21560715,56716944,20558241,3001140,122310628,19734043,12956113,6993142,0,0,39683298,0,-920670,0,1595544,0,0,0,1595544,0,0,0,0,0,440878126,0,0,0,0,0,0,0,0,07/01/2023,635898,519948010,0,0,0,0,0,0,0,0,0,0,0,3247259,0,0,22355,0,0,0,0,0,0,0
8486,12/31/2025 0:00:00,3980,0,10918372,3649470,733954,1,0,2367415,0,0,0,0,0,0,0,0,0,0,0,0,23264167,4864104,10139864,40127346,9033454,87428935,0,0,0,0,0,0,0,-8442713,0,1500000,0,0,0,1500000,0,0,0,0,0,580398724,0,0,0,0,0,0,0,0,07/01/2023,454273,623825670,0,0,0,0,0,0,0,0,0,0,0,4201663,0,0,0,0,0,0,0,0,0,0
8512,12/31/2025 0:00:00,3995,0,0,1744850,0,1,0,432513,0,0,0,96359,1302664,1399023,0,0,0,0,0,0,3498589,503577,1957013,0,0,5959179,0,0,0,0,0,0,0,-10584,0,218791,0,0,0,218791,0,0,0,0,0,99155320,0,0,0,0,0,0,0,0,01/01/2023,57000,109518142,0,0,0,0,0,0,0,0,0,0,0,748214,0,147511,0,0,0,0,0,0,0,0
8523,12/31/2025 0:00:00,4001,0,0,2322110,0,1,0,1945939,0,0,0,0,0,0,0,0,0,0,0,0,1970167,8113664,465576,248000,5198780,15996188,0,0,0,0,0,0,0,-397362,0,1569795,0,0,0,1569795,0,0,0,0,0,220237043,0,0,0,0,0,0,0,0,04/01/2023,1596114,244147637,0,0,0,0,0,0,0,0,0,0,0,1381339,0,0,0,0,0,0,0,0,0,0
8530,12/31/2025 0:00:00,4006,0,0,2384796,224240,1,0,79199,0,0,0,0,0,0,0,0,0,0,0,0,2039708,19932245,33198680,15273128,278771,70722532,0,0,0,0,0,0,0,-4020486,0,68386,0,0,0,68386,0,0,0,0,0,119445642,0,0,0,0,0,0,0,0,07/01/2023,0,135834370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8540,12/31/2025 0:00:00,4012,0,0,230398,502842,1,0,232061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624000,2747000,0,0,0,7371000,0,0,0,59066,0,0,0,59066,0,0,0,0,0,38285820,0,0,0,0,0,0,0,0,03/01/2023,86629,41177960,0,0,0,0,0,0,0,0,0,0,0,80507,0,0,0,0,0,0,0,0,0,0
8548,12/31/2025 0:00:00,4015,0,0,2333790,0,1,0,5100148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,10000000,0,0,0,2947592,0,0,0,2947592,0,0,0,0,0,242208796,0,0,0,0,0,0,0,0,07/01/2023,1542148,264379650,0,0,0,0,0,0,0,0,0,0,0,1431262,0,0,0,0,0,0,0,0,0,0
8549,12/31/2025 0:00:00,4016,0,0,1202337,0,1,0,123437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,900000,100000,0,0,1400000,0,0,0,123437,0,0,0,123437,0,0,0,0,0,23043490,0,0,0,0,0,0,0,0,03/01/2023,0,25132156,0,0,0,0,0,0,0,0,0,0,0,163638,0,0,0,0,0,0,0,0,0,0
8550,12/31/2025 0:00:00,4017,0,42024770,2651268,792327,1,0,3578930,0,0,0,0,0,0,0,0,0,0,0,0,7474068,9170771,4189373,2248656,557973,23640841,0,0,0,0,0,0,0,-460574,0,4068775,0,0,-1646,4067129,0,0,0,0,0,511976810,0,0,0,0,0,0,0,0,01/01/2023,1099840,557449842,0,0,0,0,0,0,0,0,0,0,0,2498056,0,0,0,0,0,0,0,0,0,0
8554,12/31/2025 0:00:00,4019,0,113748700,3141733,1392835,1,0,9345196,0,0,0,0,0,0,0,0,0,0,0,0,35035598,63136210,104218181,70609700,2578231,275577920,0,0,0,0,0,0,0,-19450636,0,6651000,0,0,0,6651000,0,0,0,0,0,1146528166,0,0,0,0,0,0,0,0,01/01/2023,0,1363065817,0,0,0,0,0,0,0,0,0,0,0,6860188,0,0,-585180,0,0,0,0,0,0,0
8585,12/31/2025 0:00:00,4033,0,0,3673049,907539,1,0,1745531,0,0,0,0,0,0,0,0,0,0,0,0,1960508,10041873,6867430,0,0,18869811,4149564,72696799,19945633,0,0,96791995,0,103112,0,1773951,0,0,0,1773951,0,0,0,0,783,414622161,0,0,0,0,0,0,0,0,01/01/2023,172304,480456013,0,0,0,0,0,0,0,0,0,0,0,1341002,0,0,0,0,0,0,0,0,0,0
8588,12/31/2025 0:00:00,4034,0,0,826503,439563,1,0,348044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,250000,0,0,0,131750,0,0,0,131750,0,0,0,0,0,36907867,0,0,0,0,0,0,0,0,01/01/2023,3631,41647686,0,0,0,0,0,0,0,0,0,0,0,149681,0,0,0,0,0,0,0,0,0,0
8593,12/31/2025 0:00:00,4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4881382,0,0,0,0,0,0,0,0,,0,5242964,0,0,0,0,0,0,0,0,0,0,0,4011,0,0,0,0,0,0,0,0,0,0
8609,12/31/2025 0:00:00,4041,0,0,297093,0,1,0,157439,0,0,0,0,0,0,0,0,0,0,0,0,2963310,981365,511264,0,0,4455939,0,0,0,0,0,0,0,-47156,0,75000,0,0,0,75000,0,0,0,0,0,40736258,0,0,0,0,0,0,0,0,03/01/2023,0,43747727,0,0,0,0,0,0,0,0,0,0,0,204103,0,0,0,0,0,0,0,0,0,0
8611,12/31/2025 0:00:00,4042,0,0,205424,0,1,0,17945,0,0,0,0,0,0,0,0,0,0,0,0,93320,335388,1648390,0,0,2077098,0,0,0,0,0,0,0,-185558,0,629,0,0,0,629,0,0,0,0,0,29690648,0,0,0,0,0,0,0,0,01/01/2023,30777,33578172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1445413,0,0,0
8616,12/31/2025 0:00:00,4046,0,0,133148,0,1,0,39690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29147667,0,0,0,0,0,0,0,0,01/01/2023,0,36506807,0,0,0,0,0,0,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,0,0
8618,12/31/2025 0:00:00,4047,0,0,724,0,1,0,24147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9846550,0,0,0,0,0,0,0,0,Fiscal Year 2022,28361,11186099,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,0
8625,12/31/2025 0:00:00,4051,0,0,15573,1030,1,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8361490,0,0,0,0,0,0,0,0,07/01/2023,0,9715844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8626,12/31/2025 0:00:00,4052,0,0,10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713650,0,0,0,0,0,0,0,0,,0,2367690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8642,12/31/2025 0:00:00,4059,0,0,243172,0,1,0,267328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074000,497000,0,0,0,2571000,0,0,0,128310,0,0,0,128310,0,0,0,0,0,22226922,0,0,0,0,0,0,0,0,01/01/2023,70500,24912729,0,0,0,0,0,0,0,0,0,0,0,4992,0,0,442,0,0,0,0,0,0,0
8654,12/31/2025 0:00:00,4063,0,0,190212,0,1,0,58924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114598,0,0,0,114598,0,0,0,0,0,13103270,0,0,0,0,0,0,0,0,06/01/2023,0,15057129,0,0,0,0,0,0,0,0,0,0,0,67356,0,0,0,0,0,0,0,0,0,0
8687,12/31/2025 0:00:00,4086,0,0,225125,0,1,0,112002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36160,0,0,0,36160,0,0,0,0,0,20326164,0,0,0,0,0,0,0,0,03/01/2023,0,24510390,0,0,0,0,0,0,0,0,0,0,0,214076,0,0,0,0,0,0,0,0,0,0
8693,12/31/2025 0:00:00,4089,0,0,3988431,348975,1,0,1050661,0,0,0,0,0,0,0,0,0,0,0,0,18571770,24349135,17455603,1945107,57375,62378991,0,0,0,0,0,0,0,-2348761,0,278258,0,0,0,278258,0,0,0,0,0,231778179,0,0,0,0,0,0,0,0,01/01/2023,1177493,257314075,0,0,0,0,0,0,0,0,0,0,0,1458078,0,0,0,0,0,0,0,0,0,0
8694,12/31/2025 0:00:00,4090,0,9952145,7586268,718011,1,0,5116907,0,0,0,0,0,0,0,0,0,0,0,0,2523371,2371035,3280934,11185383,122503,19483226,744000,0,0,0,0,744000,0,-2197004,0,5997244,0,0,0,5997244,0,0,0,0,0,351782177,0,0,0,0,0,0,0,0,07/01/2023,315680,393713944,0,0,0,0,0,0,0,0,0,0,0,3394586,0,0,0,0,0,0,0,0,0,0
8701,12/31/2025 0:00:00,4095,0,0,270653,39676,1,0,107095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152795,0,0,0,152795,0,0,0,0,0,45313496,0,0,0,0,0,0,0,0,01/01/2023,0,52171225,0,0,0,0,0,0,0,0,0,0,0,226961,0,0,0,0,0,0,0,0,0,0
8709,12/31/2025 0:00:00,4100,0,0,376763,0,1,0,27827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,250000,0,0,0,500000,0,-2705,0,46481,0,0,0,46481,0,0,0,0,0,39457264,0,0,0,0,0,0,0,0,11/01/2023,0,44704069,0,0,0,0,0,0,0,0,0,0,0,66215,0,0,0,0,0,0,0,0,0,0
8715,12/31/2025 0:00:00,4102,0,126208,2612193,-13502,1,0,5968493,0,0,0,0,0,0,0,0,0,0,0,0,608658,10372930,18965403,11311751,995130,42253872,744000,2232000,0,0,0,2976000,0,-2202392,0,2013416,0,0,0,2013416,0,0,0,0,0,365193489,0,0,0,0,0,0,0,0,07/01/2023,3146000,409092142,0,0,0,0,0,0,0,0,0,0,0,3728140,0,0,0,0,0,0,0,0,0,0
8725,12/31/2025 0:00:00,4107,0,0,1016748,112568,1,0,893003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244000,248000,197,1365346,1710922,4568465,0,0,0,966421,0,0,0,966421,0,0,0,0,0,174288364,0,0,0,0,0,0,0,0,01/01/2023,54460,191948310,0,0,0,0,0,0,0,0,0,0,0,933244,0,0,0,0,0,0,0,0,0,0
8733,12/31/2025 0:00:00,4109,0,0,2831204,-741460,1,0,1212483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903610,1903610,0,0,0,825831,0,0,0,825831,0,0,0,0,0,192753305,0,0,0,0,0,0,0,0,01/01/2023,0,217549884,0,0,0,0,0,0,0,0,0,0,0,616007,0,0,0,0,0,0,0,0,0,0
8749,12/31/2025 0:00:00,4114,0,0,195929,0,1,0,105859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34500,0,0,0,34500,0,0,0,0,0,10747665,0,0,0,0,0,0,0,0,01/01/2023,12488,12548052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8752,12/31/2025 0:00:00,4117,0,0,0,0,1,0,277254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233103,0,0,0,233103,0,0,0,0,0,33122105,0,0,0,0,0,0,0,0,01/01/2023,28915,41198673,0,0,0,0,0,0,0,0,0,0,0,37866,0,0,0,0,0,0,0,0,0,0
8774,12/31/2025 0:00:00,4123,0,0,124532,0,1,0,446114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12731000,10974000,5987000,460934,0,30152934,0,0,0,246971,0,0,0,246971,0,0,0,0,0,78641011,0,0,0,0,0,0,0,0,01/01/2023,155138,91108181,0,0,0,0,0,0,0,0,0,0,0,429803,0,0,111909,0,0,0,0,0,0,0
8791,12/31/2025 0:00:00,4129,0,0,714603,725,1,0,363312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259000,0,0,0,259000,0,0,0,0,0,43931119,0,0,0,0,0,0,0,0,01/01/2023,0,48490856,0,0,0,0,0,0,0,0,0,0,0,262581,0,0,0,0,0,0,0,0,0,0
8797,12/31/2025 0:00:00,4131,0,115627638,1331325,0,1,0,8818090,0,0,0,0,0,0,0,0,0,0,0,0,201416294,54792420,9853561,23795373,0,289857647,14162841,182579,20878700,24632021,1930790,61786930,0,-4033509,0,3012260,0,0,0,3012260,0,0,0,0,0,1181912163,0,0,0,0,0,0,0,0,01/01/2023,2176871,1315165211,0,0,0,0,0,0,0,0,0,0,0,6126257,0,-1453490,0,0,0,0,0,0,0,0
8801,12/31/2025 0:00:00,4134,0,0,188789,0,1,0,198248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98457,0,0,0,98457,0,0,0,0,0,28063114,0,0,0,0,0,0,0,0,01/01/2023,39619,31517397,0,0,0,0,0,0,0,0,0,0,0,4542,0,0,0,0,0,0,0,0,0,0
8812,12/31/2025 0:00:00,4139,0,0,1232840,0,1,0,79038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78300,0,0,0,78300,0,0,0,0,0,53554963,0,0,0,0,0,0,0,0,01/01/2023,19200,62162104,0,0,0,0,0,0,0,0,0,0,0,139169,0,0,0,5,211672,0,0,0,0,0
8822,12/31/2025 0:00:00,4144,0,0,6081367,-1860009,1,0,1221432,0,0,13939586,0,0,13939586,0,0,0,0,0,0,18300874,47441956,120095492,119428241,0,305266563,0,0,0,0,0,0,0,-15512072,0,1380000,0,0,0,1380000,0,0,0,0,0,699173405,0,0,0,0,0,0,0,0,01/01/2023,419930,785414888,0,0,0,0,0,0,0,0,0,0,0,5789864,0,1439586,-1180820,0,0,0,0,0,0,0
8825,12/31/2025 0:00:00,4147,0,0,353011,0,1,0,179897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240000,744000,0,0,0,1984000,0,0,0,135275,0,0,0,135275,0,0,0,0,0,15638222,0,0,0,0,0,0,0,0,Fiscal Year 2022,38000,19224743,0,0,0,0,0,0,0,0,0,0,0,65918,0,0,0,0,0,0,0,0,0,0
8828,12/31/2025 0:00:00,4148,0,0,340453,0,1,0,44790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44922,0,0,0,44922,0,0,0,0,0,29932773,0,0,0,0,0,0,0,0,01/01/2023,9981,33935349,0,0,0,0,0,0,0,0,0,0,0,88618,0,0,0,0,0,0,0,0,0,0
8831,12/31/2025 0:00:00,4150,0,0,1059848,0,1,0,191433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,600000,10800000,0,0,12800000,0,0,0,30566,0,0,0,30566,0,0,0,0,0,58021015,0,0,0,0,0,0,0,0,01/01/2023,36066,74860816,0,0,0,0,0,0,0,0,0,0,0,72112,0,0,0,0,0,0,0,0,0,0
8840,12/31/2025 0:00:00,4154,0,0,593435,0,1,0,108807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12920,0,0,0,12920,0,0,0,0,750,13958733,0,0,0,0,0,0,0,0,01/01/2023,112239,16782188,0,0,0,0,0,0,0,0,0,0,0,19160,0,0,0,0,0,0,0,0,0,0
8854,12/31/2025 0:00:00,4160,0,9298570,2356985,0,1,0,1684719,0,0,0,0,0,0,0,0,0,0,0,0,9250905,6854892,6250000,18194980,0,40550777,0,0,0,0,0,0,0,-407544,0,1543625,0,0,0,1543625,0,0,0,0,0,383049221,0,0,0,0,0,0,0,0,01/01/2023,16852,415342805,0,0,0,0,0,0,0,0,0,0,0,83042,0,0,0,0,0,0,0,0,0,0
8881,12/31/2025 0:00:00,4177,0,0,1039427,0,1,0,273545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143272,0,0,0,143272,0,0,0,0,0,104625494,0,0,0,0,0,0,0,0,01/01/2023,85703,119988968,0,0,0,0,0,0,0,0,0,0,0,394482,0,0,0,0,0,0,0,0,0,0
8890,12/31/2025 0:00:00,4181,0,0,413259,5636,1,0,69621,0,0,0,0,0,0,0,0,0,0,0,0,986197,1219343,3426500,1212775,147218,6992033,0,0,0,0,0,0,0,-320831,0,83060,0,0,0,83060,0,0,0,0,0,23346000,0,0,0,0,0,0,0,0,03/01/2023,0,27393760,0,0,0,0,0,0,0,0,0,0,0,28253,0,0,0,0,0,0,0,0,0,0
8903,12/31/2025 0:00:00,4184,0,0,55971,0,1,0,5884,0,0,0,0,0,0,0,0,0,0,0,0,1820023,1831621,934022,0,0,4585666,0,0,0,0,0,0,0,27666,0,13069,0,0,0,13069,0,0,0,0,0,12686958,0,0,0,0,0,0,0,0,03/01/2023,0,14439766,0,0,0,0,0,0,0,0,0,0,0,20670,0,0,0,0,0,0,0,0,0,0
8905,12/31/2025 0:00:00,4186,0,0,12538653,42,1,0,5359610,0,0,0,0,0,0,0,0,0,0,0,0,10308713,6584956,14675966,6625444,447306,38642385,0,0,0,0,0,0,0,-2401521,0,2604848,0,0,0,2604848,0,0,0,0,0,293559570,0,0,0,0,0,0,0,0,10/01/2023,2118942,349041229,0,0,0,0,0,0,0,0,0,0,0,2469304,0,0,0,0,0,0,0,0,0,0
8913,12/31/2025 0:00:00,4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732709,725000,0,0,0,1457709,0,0,0,0,0,0,0,0,0,0,0,0,0,6090325,0,0,0,0,0,0,0,0,,0,7814808,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0
8915,12/31/2025 0:00:00,4193,0,0,907192,0,1,0,154558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,0,110000,0,0,0,0,0,112157786,0,0,0,0,0,0,0,0,01/01/2023,0,123070752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8920,12/31/2025 0:00:00,4197,0,0,18158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,1350000,0,0,0,3150000,0,0,0,0,0,0,0,0,0,0,0,0,0,7873045,0,0,0,0,0,0,0,0,,0,8573126,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
8921,12/31/2025 0:00:00,4198,0,0,947341,0,1,0,111364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106317,0,0,0,106317,0,0,0,0,0,36497718,0,0,0,0,0,0,0,0,Fiscal Year 2022,9232,44838768,0,0,0,0,0,0,0,0,0,0,0,170563,0,0,0,0,0,0,0,0,0,0
8922,12/31/2025 0:00:00,4199,0,0,174043,22481,1,0,200819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126087,0,0,0,126087,0,0,0,0,0,30556438,0,0,0,0,0,0,0,0,03/01/2023,0,34370408,0,0,0,0,0,0,0,0,0,0,0,69723,0,0,0,0,0,0,0,0,0,0
