"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
18192,12/31/2025 0:00:00,9580,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5352182,5173639,0,0,0,0,0,0,5352182,5173639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5352182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249000,17591000,3461000,0,0,21301000,0,0,0,5352182,0,0,0,0,0,0,499000,20233292,4771175,190078,959637,26653182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9110755,152017,0,0,152017,0,0,0,328567,8934205,0,8934205,0,0,0,0,0,0,0,0,0,0,0,0,0
18195,12/31/2025 0:00:00,9582,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18006600,0,19535996,0,0,8000000,37280631,0,0,0,0,18000000,0,0,0,0,0,0,46421131,42260529,0,0,0,0,0,0,46421131,42260529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9420206,8455552,0,0,0,0,0,0,0,0,0,0,9420206,8455552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332811,6931401,0,0,0,0,0,0,0,0,0,63174148,57647482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57647482,0,0,892215,0,0,0,892215,4149984,19159149,14355214,19441414,1433936,58539697,0,-2883,0,-2883,0,0,0,0,2275839,3096654,0,0,0,0,0,0,0,8405000,0,0,1649077,2052759,0,0,29087202,1272999,0,0,1272999,0,0,0,2611607,27748594,0,27748594,0,0,0,0,0,0,0,0,0,0,0,0,0
18204,12/31/2025 0:00:00,9587,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185313204,0,0,11718573,0,33458046,0,0,0,0,0,0,0,0,1323131,0,0,0,0,0,0,403022,402834,0,0,0,0,0,0,403022,402834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403022,402834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10190000,2490000,498000,0,0,13178000,0,0,402834,0,1449697,0,0,0,0,1449697,11639697,2490000,677647,223187,0,15030531,0,0,0,0,0,382353,0,1395174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29421032,755581,0,0,755581,0,0,0,1488594,28688019,0,28688019,0,0,0,0,0,0,0,0,0,0,0,0,0
18218,12/31/2025 0:00:00,9592,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119575,200,0,0,200,0,0,0,8078,111697,0,111697,0,0,0,0,0,0,0,0,0,0,0,0,0
18234,12/31/2025 0:00:00,9602,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5630,0,0,0,0,5630,5630,0,0,0,0,5630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111765,7157,0,0,7157,0,0,0,7692,111230,0,111230,0,0,0,0,0,0,0,0,0,0,0,0,0
18238,12/31/2025 0:00:00,9605,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,298420,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6130000,5184800,2635000,0,0,13949800,0,0,0,300000,66666,0,0,0,0,66666,6496666,5184800,2635000,0,0,14316466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3114190,46326,0,0,46326,0,0,0,161948,2998568,0,2998568,0,0,0,0,0,0,0,0,0,0,0,0,0
18242,12/31/2025 0:00:00,9607,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,5493180,0,0,0,0,0,0,5500000,5493180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10129000,10169852,0,0,0,0,0,0,15629000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484000,8460000,0,0,0,11944000,0,0,0,15629000,0,0,0,0,301767,301767,10212000,13377000,3984000,0,301767,27874767,0,0,0,0,0,0,0,0,0,0,0,0,702096,329580,0,0,0,0,0,0,0,0,0,0,9647336,166029,0,0,166029,0,0,0,738988,9074377,0,9074377,0,0,0,0,0,0,0,0,0,0,0,0,0
18254,12/31/2025 0:00:00,9613,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338000,3244000,0,0,0,6582000,0,0,0,0,0,0,0,0,88736,88736,3338000,3244000,0,0,88736,6670736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782468,69540,0,0,69540,0,0,0,119114,2732894,0,2732894,0,0,0,0,0,0,0,0,0,0,0,0,0
18271,12/31/2025 0:00:00,9619,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11504868,11504868,0,0,0,0,0,0,11504868,11504868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8663000,8650723,0,0,0,0,0,0,8663000,11504868,11504868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16738500,14173500,2486000,0,0,33398000,0,0,11504868,8663000,0,0,0,0,1801022,1801022,17235500,19136500,17193868,0,1801022,55366890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43596448,1974694,0,0,1974694,0,0,0,2557848,43013294,0,43013294,0,0,0,0,0,0,0,0,0,0,0,0,0
18273,12/31/2025 0:00:00,9620,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836225,0,0,0,0,0,0,0,0,0,550000,528656,0,0,45958,45643,0,0,595958,574299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6974000,5040000,240000,0,0,12254000,0,0,0,595958,0,0,0,0,0,0,6974000,5535958,340000,0,0,12849958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16151791,530582,0,0,530582,0,0,0,875334,15807039,0,15807039,0,0,0,0,0,0,0,0,0,0,0,0,0
18297,12/31/2025 0:00:00,9632,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778644842,0,0,999862309,0,1605150852,0,0,0,170570882,0,0,0,0,230000000,0,0,0,0,0,0,0,0,0,0,606362705,598272130,0,0,606362705,598272130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28341830,25175893,0,0,0,0,0,0,0,0,0,0,28341830,25175893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634704535,623448023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94481638,94481638,94481638,0,0,0,0,0,0,94481638,0,623448022,0,0,14780100,0,0,4053587,18833687,114652470,34665569,217294049,247447852,122703407,736763347,0,0,7655431,7655431,0,0,0,0,0,0,0,0,0,0,0,0,0,12499975,0,0,153938,0,0,0,587461773,51648644,0,0,51648644,0,0,0,43846117,595264300,0,595264300,0,858557276,842187494,16369782,0,0,717929661,0,593047390,28077247,96805024,0,0
18301,12/31/2025 0:00:00,9635,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15167000,5454000,4973000,747000,0,26341000,0,0,0,0,0,0,0,0,200000,200000,15167000,5454000,4973000,747000,200000,26541000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4141387,22939,0,0,22939,0,0,0,286634,3877692,0,3877692,0,0,0,0,0,0,0,0,0,0,0,0,0
18336,12/31/2025 0:00:00,9648,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,934,0,0,0,0,0,0,923,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15250000,15295943,0,15250923,15296877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41828000,747000,0,0,0,42575000,0,0,15296878,0,0,2914294,0,0,848755,3763049,46085358,10952192,3747688,934,848755,61634927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113188165,33447994,0,0,33447994,0,0,0,6608117,140028042,0,140028042,0,249202637,249202637,0,0,0,15296877,0,0,0,15296877,0,0
18343,12/31/2025 0:00:00,9653,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256981,0,0,0,256981,0,0,0,0,0,0,0,0,0,0,0,256981,0,0,0,256981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564879,1088,0,0,1088,0,0,0,12682,553285,0,553285,0,0,0,0,0,0,0,0,0,0,0,0,0
18353,12/31/2025 0:00:00,9659,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188284,0,0,0,0,188284,0,0,0,0,2435,0,0,0,0,2435,190719,0,0,0,0,190719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853800,11371,0,0,11371,0,0,0,70834,794337,0,794337,0,0,0,0,0,0,0,0,0,0,0,0,0
18393,12/31/2025 0:00:00,9677,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5828000,5785038,0,0,0,0,0,0,5828000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23002000,11589000,10944000,0,0,45535000,0,0,0,5828000,0,0,0,0,73000,73000,26740000,13429000,11194000,0,73000,51436000,0,0,0,0,0,2524234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14277620,60998,0,0,60998,0,0,0,705344,13633274,0,13633274,0,0,0,0,0,0,0,0,0,0,0,0,0
18405,12/31/2025 0:00:00,9683,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000,350000,375000,0,0,900000,175000,350000,375000,0,0,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188896,77601,0,0,77601,0,0,0,31101,235396,0,235396,0,0,0,0,0,0,0,0,0,0,0,0,0
18409,12/31/2025 0:00:00,9687,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409876,2117420,0,0,2409876,2117420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10393648,10395812,0,0,0,0,0,0,12803524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12803524,20000,0,0,0,0,20000,2470566,3576206,5539699,1237053,0,12823524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822824,49103,0,0,49103,0,0,0,196983,1674944,0,1674944,0,0,0,0,0,0,0,0,0,0,0,0,0
18422,12/31/2025 0:00:00,9696,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377426,1377426,0,0,1377426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377426,0,0,0,0,0,0,1377426,0,0,0,0,1377426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452956,0,0,0,0,0,0,0,16772,436184,0,436184,0,0,0,0,0,0,0,0,0,0,0,0,0
18423,12/31/2025 0:00:00,9697,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214275,0,0,0,0,214275,0,0,0,0,0,0,0,0,17407,17407,214275,0,0,0,17407,231682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891136,44700,0,0,44700,0,0,0,36674,899162,0,899162,0,0,0,0,0,0,0,0,0,0,0,0,0
18446,12/31/2025 0:00:00,9714,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,1050000,177484,0,0,1877484,0,0,0,0,0,0,16281,0,0,16281,650000,1050000,193765,0,0,1893765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591754,71175,0,0,71175,0,0,0,35762,627167,0,627167,0,0,0,0,0,0,0,0,0,0,0,0,0
18462,12/31/2025 0:00:00,9725,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,150000,0,0,0,400000,0,0,0,0,10813,0,0,0,0,10813,260813,150000,0,0,0,410813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203306,33803,0,0,33803,0,0,0,22778,214331,0,214331,0,0,0,0,0,0,0,0,0,0,0,0,0
18473,12/31/2025 0:00:00,9730,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29369290,0,76572553,0,0,0,34156983,0,0,0,0,0,759027,758438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13163681,13616410,0,0,0,0,759027,13163681,13616410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5198823,0,0,5198823,5198823,0,0,0,0,0,0,5198823,0,13616410,759027,0,4079065,0,0,0,4079065,5198823,4838092,0,13616410,0,23653325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35528221,162369,0,0,162369,0,0,0,2318811,33371779,0,33371779,0,0,0,0,0,0,0,0,0,0,0,0,0
18474,12/31/2025 0:00:00,9731,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2767,0,0,0,2767,0,2767,0,0,0,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151515,70994,0,0,70994,0,0,0,82162,1140347,0,1140347,0,0,0,0,0,0,0,0,0,0,0,0,0
18515,12/31/2025 0:00:00,9752,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000,1964800,0,0,0,0,0,0,2100000,1964800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000,1964800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4408930,3627051,3457892,0,0,11493873,0,0,1964800,0,0,0,0,0,0,0,5649830,4344064,3457892,6887,0,13458673,0,0,0,0,400000,1796160,0,0,0,0,0,0,0,0,0,0,0,0,0,3469957,0,0,0,0,9094101,1458161,0,0,1458161,0,0,0,759915,9792347,0,9792347,0,0,0,0,0,0,0,0,0,0,0,0,0
18528,12/31/2025 0:00:00,9756,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29242,3439,0,0,3439,0,0,0,1683,30998,0,30998,0,0,0,0,0,0,0,0,0,0,0,0,0
