"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
5913,12/31/2025 0:00:00,2598,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762008715,0,3282630990,0,0,0,3088854280,0,0,0,0,315000000,0,0,0,0,0,0,9957103,9793500,0,0,880858490,829275936,0,0,890815593,839069436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,14931000,0,0,20013598,20709372,0,0,87844695,89947741,0,1016673886,964657549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24137789,24137789,24137789,0,0,0,0,0,0,24137789,0,964657548,0,0,19347382,0,0,0,19347382,181286611,130273106,260082033,409609475,26891494,1008142719,0,-1916413,0,-1916413,0,8233226,0,0,190166695,0,0,0,0,0,0,138725131,0,20257621,0,0,155200576,0,0,0,1120167546,124002697,0,0,124002697,0,0,0,290614822,953555421,0,953555421,0,0,0,0,0,0,0,0,0,0,0,0,0
5922,12/31/2025 0:00:00,2601,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5308684,11484000,0,0,0,16792684,0,0,0,0,28105,0,0,0,0,28105,5336789,11484000,0,0,0,16820789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4284292,20156,0,0,20156,0,0,0,224833,4079615,0,4079615,0,0,0,0,0,0,0,0,0,0,0,0,0
5924,12/31/2025 0:00:00,2602,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139139823,0,0,177020869,0,177020869,0,0,0,73618100,0,0,0,0,29753335,0,0,8137061,7746203,0,0,0,0,0,0,115509307,108561109,0,0,115509307,108561109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19310964,18624575,0,0,13131040,12600180,0,0,1082479,1084949,0,0,33524483,32309704,0,0,0,0,0,0,1536781,1342664,0,0,0,0,0,0,1536781,1342664,0,0,58179836,55195175,0,0,504455,505573,0,0,7473379,7535625,0,224865302,213196053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13379885,0,0,13379885,13379885,0,10000,0,0,0,10000,13379885,0,213196051,0,4166017,525000,0,0,0,4691017,64727882,46681311,49185562,57058099,13624099,231276953,0,173673,0,173673,0,0,0,0,549842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99883777,9354620,0,0,9354620,0,0,0,7593431,101644966,0,101644966,0,174124807,173176129,948678,0,0,226575938,111803478,0,91704319,8151475,13379885,1536781
5928,12/31/2025 0:00:00,2604,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12272932,11888891,0,0,32261674,29758603,0,0,44534606,41647494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476728,488560,0,0,8457000,8363276,0,0,0,0,0,53468334,50499330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,1000000,0,0,0,5000000,0,0,50499331,0,0,675400,0,0,0,675400,14082148,11597031,16813618,13182293,499641,56174731,0,0,0,0,0,0,0,0,8419896,6542293,0,0,0,0,2668485,0,2073250,0,750000,0,1525376,301877,0,0,16697372,973184,0,0,973184,0,0,0,1340265,16330291,0,16330291,0,0,0,0,0,0,0,0,0,0,0,0,0
5930,12/31/2025 0:00:00,2606,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57963,57963,0,0,0,0,57963,57963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891068,302645,0,0,302645,0,0,0,86868,1106845,0,1106845,0,0,0,0,0,0,0,0,0,0,0,0,0
5935,12/31/2025 0:00:00,2608,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996000,0,987000,0,0,1983000,0,0,0,0,5118,0,0,0,0,5118,1001118,0,987000,0,0,1988118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644077,249515,0,0,249515,0,0,0,140502,2753090,0,2753090,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,12/31/2025 0:00:00,2620,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850625,850625,0,0,850625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504886,504886,504886,0,0,0,0,0,0,504886,0,0,850625,4887,0,0,0,0,4887,4887,1355511,0,0,0,1360398,9911,0,0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624605,16070,0,0,16070,0,0,0,12932,627743,0,627743,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,12/31/2025 0:00:00,2624,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,500000,0,0,0,6000000,0,0,0,0,0,34312,0,0,0,34312,5500000,534312,0,0,0,6034312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3384570,65969,0,0,65969,0,0,0,87063,3363476,0,3363476,0,0,0,0,0,0,0,0,0,0,0,0,0
5974,12/31/2025 0:00:00,2626,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67593328,0,87416324,0,0,0,0,0,0,0,0,0,0,0,522005,523930,0,0,1749864,1700816,40550,40052,25590877,22059618,40550,40052,27340741,23760434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40550,27862746,24284364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437000,996000,249000,0,0,4682000,0,0,24284363,40550,0,1034421,0,0,0,1034421,4780926,3885394,13187565,7244324,943125,30041334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25240822,1613447,0,0,1613447,0,0,0,2067859,24786410,0,24786410,0,0,0,0,0,0,0,0,0,0,0,0,0
5982,12/31/2025 0:00:00,2631,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,993552,0,0,0,0,0,0,1000000,993552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5367000,5367621,0,0,0,0,0,6367000,6361173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920000,5145000,3925000,0,0,12990000,0,0,6361173,0,0,334073,0,0,0,334073,7617548,8142698,3925000,0,0,19685246,0,0,0,0,1266667,2396179,0,0,1024777,1273903,0,0,0,0,1154576,0,192974,0,0,0,228468,324733,0,0,13454328,327312,0,0,327312,0,0,0,810809,12970831,0,12970831,0,0,0,0,0,0,0,0,0,0,0,0,0
5987,12/31/2025 0:00:00,2635,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058000,2064100,0,0,0,0,0,0,2058000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,400000,0,0,0,1700000,0,0,0,2058000,0,6000,0,0,0,6000,1471000,2293000,0,0,0,3764000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843542,281790,0,0,281790,0,0,0,58996,1066336,0,1066336,0,0,0,0,0,0,0,0,0,0,0,0,0
6008,12/31/2025 0:00:00,2645,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4495000,3050000,0,0,0,7545000,0,0,0,0,0,0,0,0,11685,11685,4495000,3050000,0,0,11685,7556685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359903,48377,0,0,48377,0,0,0,128925,3279355,0,3279355,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,12/31/2025 0:00:00,2648,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59074774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741516,730294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13525927,13406212,0,0,0,0,0,0,13525927,13406212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,599712,0,0,0,0,24329,24469,55594355,50168324,24329,70461798,64904542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24259000,4934000,0,0,0,29193000,0,0,64904542,24329,0,5783735,0,0,0,5783735,33398931,33388594,21473974,11644107,0,99905606,0,0,0,0,2145389,10504496,0,0,142530,0,0,0,0,0,0,0,0,0,0,0,21407,0,0,0,125994017,10745451,0,0,10745451,0,0,0,11459307,125280161,0,125280161,0,60482513,42439513,18043000,0,0,64928871,10908937,54019934,0,0,0,0
6012,12/31/2025 0:00:00,2649,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12498783,12372811,0,0,0,0,0,0,12498783,12372811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12498783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11952000,498000,0,0,0,12450000,0,0,0,12498782,0,0,0,0,49201,49201,24450782,498000,0,0,49201,24997983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10125664,337248,0,0,337248,0,0,0,433045,10029867,0,10029867,0,0,0,0,0,0,0,0,0,0,0,0,0
6032,12/31/2025 0:00:00,2661,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38550835,0,69774049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464000,725000,0,0,0,9189000,0,0,0,0,0,3979371,0,0,0,3979371,8464000,4704371,0,0,0,13168371,0,0,0,0,0,5178770,0,0,334649,0,1291142,0,0,0,0,0,0,0,0,0,7423,0,0,0,48074627,3100929,0,0,3100929,0,0,0,2218821,48956735,0,48956735,0,0,0,0,0,0,0,0,0,0,0,0,0
6039,12/31/2025 0:00:00,2665,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205000,2698000,0,0,0,4903000,0,0,0,0,0,199684,53666,0,0,253350,2205000,2897684,53666,0,0,5156350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7108704,137121,0,0,137121,0,0,0,527131,6718694,0,6718694,0,0,0,0,0,0,0,0,0,0,0,0,0
6048,12/31/2025 0:00:00,2669,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149000,0,0,0,0,149000,0,0,0,0,25441,0,0,0,0,25441,174441,0,0,0,0,174441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450300,20729,0,0,20729,0,0,0,61541,1409488,0,1409488,0,0,0,0,0,0,0,0,0,0,0,0,0
6053,12/31/2025 0:00:00,2670,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000000,0,0,84630866,0,84630866,0,0,0,73000000,0,10000000,0,0,50000000,0,0,0,0,0,0,49983401,45457575,0,0,170257768,140654255,0,0,220241169,186111830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220241169,186111830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186111830,0,3307919,0,4750000,0,471534,8529453,11609809,19037485,55442386,108080069,471534,194641283,0,0,0,0,0,5950210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12021711,11661695,0,0,41023521,870886,0,0,870886,0,0,0,3077399,38817008,0,38817008,0,0,0,0,0,0,0,0,0,0,0,0,0
6062,12/31/2025 0:00:00,2674,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5495961,5503749,0,0,10499987,10416855,945026,908971,35498778,34166384,945026,908971,45998765,44583239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945026,51494726,50086988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13939500,6233500,742000,0,0,20915000,0,0,50086988,945026,0,262842,0,0,0,262842,23021931,24541245,21575636,3071044,0,72209856,0,-113713,0,-113713,0,0,0,0,7596130,3545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17759889,344741,0,0,344741,0,0,0,1822021,16282609,0,16282609,0,0,0,0,0,0,0,0,0,0,0,0,0
6070,12/31/2025 0:00:00,2680,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356813,1250206,0,0,0,0,0,0,1356813,1250206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6295000,6264314,0,0,0,0,0,0,7651813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843000,0,0,0,0,843000,0,0,0,7651813,0,0,0,0,146343,146343,3507000,1394000,2237000,0,1503156,8641156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24591,0,0,0,3937438,49887,0,0,49887,0,0,0,210558,3776767,0,3776767,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,12/31/2025 0:00:00,2686,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335245,335245,0,0,0,0,335245,335245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8269306,259597,0,0,259597,0,0,0,495584,8033319,0,8033319,0,0,0,0,0,0,0,0,0,0,0,0,0
6084,12/31/2025 0:00:00,2690,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,498465,0,0,0,0,0,0,500000,498465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8314000,29723000,11454000,0,0,49491000,0,0,0,500000,2951603,0,0,659233,222305,3833141,11265603,30223000,11454000,659233,222305,53824141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74562,0,0,0,14002513,123194,0,0,123194,0,0,0,674666,13451041,0,13451041,0,0,0,0,0,0,0,0,0,0,0,0,0
6088,12/31/2025 0:00:00,2692,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,1250000,0,0,0,0,0,0,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,0,0,0,0,34374,34374,550000,700000,0,0,34374,1284374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626088,152602,0,0,152602,0,0,0,54640,1724050,0,1724050,0,0,0,0,0,0,0,0,0,0,0,0,0
6095,12/31/2025 0:00:00,2695,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7509000,741000,0,0,0,8250000,0,0,0,0,0,0,0,0,452490,452490,7509000,741000,0,0,452490,8702490,0,0,0,0,0,0,0,0,0,0,44057,0,0,0,0,0,0,584783,0,0,0,0,0,0,11455233,351263,0,0,351263,0,0,0,1071014,10735482,0,10735482,0,0,0,0,0,0,0,0,0,0,0,0,0
6102,12/31/2025 0:00:00,2698,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478829,1512578,0,0,0,0,0,0,448218,405241,0,0,448218,405241,0,0,19893470,19219530,0,0,15939294,14783923,0,0,35832764,34003453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254573,3143559,0,0,2998824,3023706,0,0,0,0,0,44013208,42088537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249250,0,0,0,249250,0,0,42088541,0,0,0,0,0,333400,333400,8612795,18407630,4881052,8773839,1995875,42671191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,10465433,260881,0,0,260881,0,0,0,863845,9862469,0,9862469,0,0,0,0,0,0,0,0,0,0,0,0,0
