"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
8218,12/31/2025 0:00:00,3847,Subm,0,0,0,5359777,2030477,2794300,0,535000,0,0,0,0,0,79842372,0,79842372,17039657,55747929,0,0,535000,6519786,0,0,0,0,313040982,300436777,10646135,1958070,0,187598889,187205098,393791,95657394,0,95657394,2272960,0,70443950,22373383,567101,85728209,0,85728209,0,0,85103234,624975,0,0,2681292,2681292,679344182,0,679344182,-408332,0,300436777,81090085,296639785,1585867,44294296,0,44294296,6574649,37719647,0,0,0,0,0,0,858390793,858390793,78115917,55747929,300436777,81090085,334359432,2120867,0,6519786,0,0,0,579285628.55,11149585.8,150218388.5,60817563.75,334359432,3181300.5,0,19559358,0,0,0,3078393,3078393,21450233,226300,0,21223933,2434951,2434951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26963577,0,0,0,0,226300,0,26737277,0,26850427,0,0,0,113150,0,26737277,0,885354370,606136055.55,1293,2681292,56,17432489,100000,456,75776128,760000,610,174023828,14001464,94,28953188,8743601,54,16855349,4710432,313040982,28315497,333,22204975,2541668,0,0,0,0,0,0,2714,165393913,86921390,187598888,89463058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317,500639870,117778555,265118114,696460536,714904536,18444000,0,0,0,0,21,6295900,21,0,21,6295900,791,0,0,0,0,0,245008616,2854,0,0,0,0,0,298391663,0,0,0
8229,12/31/2025 0:00:00,3851,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,6124086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47318200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438024,438024,54726179,0,-438024,-438024,0,0,0,0,0,4245187,0,787822,787822,0,0,0,0,0,0,0,95167127,349798,349798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95167127,0,0,438024,7,761759,0,101,4219555,751802,0,0,0,0,0,0,3,58288,0,5039602,751802,84,2806400,805266,0,0,0,0,0,0,0,0,0,2806400,805266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,7846002,1557068,0,83038418,83038418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8230,12/31/2025 0:00:00,3852,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,16521902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10014695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522582,522582,59099777,0,-522582,-522582,0,0,0,0,0,1891977,0,554553,554553,0,0,0,0,0,0,0,85594556,31971,31971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85594556,0,0,522582,54,21556623,280000,6,965106,0,34,22799146,4515000,1,73543,0,0,0,0,45394418,4795000,26,4213246,1840000,0,0,0,0,0,0,0,0,0,4213246,1840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,49607664,6635000,5973944,58679330,58679330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15759649,0,0
8237,12/31/2025 0:00:00,3859,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,18690334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15483485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320194,320194,20972974,0,-320194,-320194,0,0,0,0,0,3617879,0,612583,612583,0,0,0,0,0,0,0,67623267,292389,292389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67623267,0,0,320194,25,4891250,0,16,918433,0,0,0,0,0,0,0,0,0,0,5809683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5809683,0,86993,62191910,62191910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8255,12/31/2025 0:00:00,3861,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24570,24570,1339214,0,-24570,-24570,0,0,0,0,0,25484,0,20156,20156,0,0,0,0,0,0,0,2209639,-4414,-4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209639,0,0,24570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961757,1961757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8261,12/31/2025 0:00:00,3866,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,2017828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61137,61137,20007776,0,-61137,-61137,0,0,0,0,0,858322,0,232079,232079,0,0,0,0,0,0,0,27043657,170942,170942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27043657,0,0,61137,16,5115621,0,5,953795,0,35,6466798,0,0,0,0,0,0,0,12536214,0,0,0,0,0,0,0,0,0,0,43,4080568,852986,4080568,852986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,16616782,852986,4260662,23817809,23817809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8290,12/31/2025 0:00:00,3877,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,45186760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128194831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277241,1277241,146893124,0,-1277241,-1277241,0,0,0,0,0,10687447,0,1963046,1963046,0,0,0,0,0,0,0,221168600,685805,685805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221168600,0,0,1277241,78,9155660,4515700,11,279674,38400,0,0,0,0,0,0,0,0,0,9435334,4554100,206,10540200,1399244,0,0,0,0,0,0,0,0,0,10540200,1399244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,19975534,5953344,0,203206605,203256092,49487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8298,12/31/2025 0:00:00,3881,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,25213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14607276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99450,99450,15451631,0,-99450,-99450,0,0,0,0,0,1978580,0,284230,284230,0,0,0,0,0,0,0,38379142,184780,184780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38379142,0,0,99450,4,384968,0,13,558837,0,0,0,0,0,0,0,0,0,0,943805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,943805,0,246987,31313659,31313659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8299,12/31/2025 0:00:00,3882,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,24148452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68603861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804210,804210,69590295,0,-804210,-804210,0,0,0,0,0,5252887,0,959168,959168,0,0,0,0,0,0,0,113714327,154958,154958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113714327,0,0,804210,4,286927,127200,3,221703,91800,0,0,0,0,0,0,0,0,0,508630,219000,23,1282015,575000,0,0,0,0,0,0,0,0,0,1282015,575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1790645,794000,0,94797870,97041870,2244000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8313,12/31/2025 0:00:00,3889,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,102833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347870,0,0,0,0,0,0,0,966772,0,0,0,0,0,0,0,0,76811,76811,6443139,0,-76811,-76811,0,0,0,0,0,191031,0,141926,141926,0,0,0,0,0,0,0,14475759,65115,65115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14475759,0,0,76811,2,73452,0,22,2038968,0,0,0,0,0,0,0,0,0,0,2112420,0,2,92888,0,0,0,0,0,0,0,0,0,0,92888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2205308,0,0,13475474,13475499,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8317,12/31/2025 0:00:00,3891,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,24762338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13201980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146669,146669,18926597,0,-146669,-146669,0,0,0,0,0,3396972,0,468758,468758,0,0,0,0,0,0,0,50717167,322089,322089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50717167,0,0,146669,0,0,0,47,3781530,129849,0,0,0,0,0,0,0,0,0,3781530,129849,0,0,0,0,0,0,33,2089756,559202,0,0,0,2089756,559202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5871286,689051,498875,44163940,44411977,248037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8333,12/31/2025 0:00:00,3901,Subm,0,0,0,3383272,0,3181200,202072,0,0,0,0,0,0,525497536,0,525497536,217084604,308210860,0,202072,0,0,0,0,0,0,1042563143,1041189611,0,1373532,0,1499780194,953925486,545854708,1101713251,0,1101713251,226139,0,821039660,275202174,5245278,0,0,0,0,0,0,0,0,0,35577524,35577524,3608479064,0,3608479064,-35351385,0,1041189611,821039660,1230501192,551099986,121165347,0,121165347,36077999,80855030,0,4232318,0,0,0,0,4789243763,4789243763,697660961,362462933,1041189611,821039660,1311558294,551099986,4232318,0,0,0,0,3357656205.1,72492586.6,520594805.5,615779745,1311558294,826649979,10580795,0,0,0,0,0,0,118122203,0,88591652,29530551,8422478,8422478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126544681,0,0,0,0,0,88591652,37953029,0,104396768,0,0,0,0,66443739,37953029,0,4915788444,3462052973.1,1982,35577524,2366,696674100,73793069,688,100420321,8119219,233,105211908,103026836,347,138070332,0,9,2186482,0,1042563143,184939124,1999,153067822,34967447,1,1695478,0,0,0,0,22029,1345016894,484300574,1499780194,519268021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27672,2542343337,704207145,1589904161,4121478226,4121478226,0,0,0,0,0,13,2900530,0,0,0,0,2564,0,0,0,0,0,1265446801,2642,0,0,0,0,0,0,636135069,0,0
8339,12/31/2025 0:00:00,3905,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,1523628,0,-18000,-18000,0,0,0,0,0,62105,0,38581,38581,0,0,0,0,0,0,0,4648596,20581,20581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4648596,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3708377,3708377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8344,12/31/2025 0:00:00,3908,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,13354145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22863981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213714,213714,41354587,0,-213714,-213714,0,0,0,0,0,4742410,0,609386,609386,0,0,0,0,0,0,0,78530933,395672,395672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78530933,0,0,213714,76,14931022,3893745,16,2098865,0,0,0,0,0,0,0,0,0,0,17029887,3893745,17,1674433,270000,0,0,0,0,0,0,0,0,0,1674433,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,18704320,4163745,30442,61470653,61470653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8349,12/31/2025 0:00:00,3910,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,35491535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17123788,0,0,0,0,0,0,0,3904173,0,0,0,0,0,0,0,0,324734,324734,28524367,0,-324734,-324734,0,0,0,0,0,2683050,0,708897,708897,0,0,0,0,0,0,0,81904903,384163,384163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81904903,0,0,324734,50,5430576,432850,16,561484,0,0,0,0,0,0,0,0,0,0,5992060,432850,37,1651927,714000,0,0,0,0,0,0,7,177153,0,1829080,714000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,7821140,1146850,320619,71980875,71980875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34939
8367,12/31/2025 0:00:00,3918,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,54663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39153677,0,0,0,0,0,0,0,217881,0,0,0,0,0,0,0,0,141439,141439,57531406,0,-141439,-141439,0,0,0,0,0,4652644,0,720546,720546,0,0,0,0,0,0,0,93579084,579107,579107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93579084,0,0,141439,3261,12879786,873888,262,1854232,0,0,0,0,0,0,0,0,0,0,14734018,873888,0,0,0,0,0,0,0,0,0,178,3567268,1223000,3567268,1223000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3701,18301286,2096888,0,78149030,78149030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,12/31/2025 0:00:00,3940,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,26564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9146278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245910,245910,8900368,0,-245910,-245910,0,0,0,0,0,688461,0,283795,283795,0,0,0,0,0,0,0,36924185,37885,37885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36924185,0,0,245910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30871636,30871636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8418,12/31/2025 0:00:00,3943,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,3206905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20225512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130256,130256,22456429,0,-130256,-130256,0,0,0,0,0,1181213,0,450884,450884,0,0,0,0,0,0,0,57290748,320628,320628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57290748,0,0,130256,16,1098827,0,23,1262346,0,0,0,0,0,0,0,0,0,0,2361173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2361173,0,0,46308301,46308301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,12/31/2025 0:00:00,3949,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1425478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67232259,0,0,0,0,0,0,0,136822,0,0,0,0,0,0,-402692,0,746154,746154,229313021,-402692,-746154,-746154,0,0,0,0,0,34699710,0,2986817,2986817,0,0,0,0,0,0,0,280616203,2240663,2240663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280616203,0,0,746154,1,227444,0,26,11027106,3268005,121,16365447,1435000,0,0,0,507,95252465,5511502,122872462,10214507,0,0,0,0,0,0,4,150398,0,503,39264542,6602744,39414940,6602744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,162287402,16817251,137358077,250703433,250703433,0,147,491152,0,0,66,17029586,66,0,29,5660720,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,12/31/2025 0:00:00,3952,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,8160114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22297564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317110,317110,31240462,0,-317110,-317110,0,0,0,0,0,2726334,0,533309,533309,0,0,0,0,0,0,0,69258672,216199,216199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69258672,0,0,317110,0,0,0,128,9260008,3287996,0,0,0,0,0,0,0,0,0,9260008,3287996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,9260008,3287996,0,60856442,60856442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,12/31/2025 0:00:00,3953,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,10825622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21271017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465921,465921,58565024,0,-465921,-465921,0,0,0,0,0,3504994,0,797668,797668,0,0,0,0,0,0,0,98501424,331747,331747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98501424,0,0,465921,38,10509849,4865719,9,1792188,0,0,0,0,0,0,0,0,0,0,12302037,4865719,0,0,0,0,0,0,0,0,0,197,25457891,19943308,25457891,19943308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,37759928,24809027,511776,88281248,88281248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
