"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
67619,12/31/2025 0:00:00,21843,Subm,0,0,0,9110932,0,8123100,0,987832,0,0,0,0,0,905800126,0,905800126,1720000,903092294,0,0,987832,0,0,0,0,341300,977801399,973258056,0,4543343,0,307820653,307133195,687458,1975271023,-16121,1975254902,861533,0,1859291941,108722256,6379172,26214719,16121,26230840,16121,0,26214719,0,-341300,0,39897653,39897653,3247210141,0,3247210141,-39019999,0,973258056,1859291941,446613513,7066630,255461813,0,255461813,40401427,214882334,0,178052,0,0,0,0,4836156010,4836156010,145863293,1188014359,973258056,1859291941,661495847,8054462,178052,0,0,0,0,2792723525.55,237602871.8,486629028,1394468955.75,661495847,12081693,445130,0,0,0,0,957762.5,957762.5,8515618.2,0,0,8515618.2,13159140.8,13159140.8,1713740.8,1713740.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24346262.3,0,0,0,0,1713740.8,0,22632521.5,0,23489391.9,0,0,0,856870.4,0,22632521.5,0,4860502272.3,2816212917.45,1455,39897653,2551,475885197,85568193,792,75515084,6061763,47,9547898,0,1550,416337749,107493123,3,174171,0,977460099,199123079,1743,59755140,15468621,0,0,0,8,28145,0,4650,248037368,32306198,307820653,47774819,15,459912,73000,0,0,0,0,0,0,0,0,0,459912,73000,11359,1285740664,246970898,678095312,4302058381,4302058381,0,0,0,0,0,34,7221618,34,0,34,7221618,4468,0,0,0,0,0,227231819,469,0,0,0,0,0,0,0,0,0
67621,12/31/2025 0:00:00,22724,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40534,40534,4351807,0,-40534,-40534,0,0,0,0,0,104163,0,44310,44310,0,0,0,0,0,0,0,5292574,3776,3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5292574,0,0,40534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4495212,4495212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67622,12/31/2025 0:00:00,22733,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9684,9684,914654,0,-9684,-9684,0,0,0,0,0,13017,0,13017,13017,0,0,0,0,0,0,0,1758414,3333,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758414,0,0,9684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594752,1594752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67624,12/31/2025 0:00:00,22766,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,218602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25743,25743,2648916,0,-25743,-25743,0,0,0,0,0,63827,0,30373,30373,0,0,0,0,0,0,0,4151971,4630,4630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4151971,0,0,25743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997168,2997168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67625,12/31/2025 0:00:00,22655,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,530623041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82162304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538890,538890,264056609,0,-538890,-538890,0,0,0,0,0,18077715,0,5867973,5867973,0,0,0,0,0,0,0,895589577,5329083,5329083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895589577,0,0,538890,460,146590083,22086014,83,19624927,5142325,25,8782956,3373000,27,7435229,600000,0,0,0,182433195,31201339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,182433195,31201339,13158039,666757765,666757765,0,0,0,0,0,2,941500,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35233
67627,12/31/2025 0:00:00,22716,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,3238307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17960252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325827,325827,22743628,0,-325827,-325827,0,0,0,0,0,12662763,0,387613,387613,0,0,0,0,0,0,0,47332232,61786,61786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47332232,0,0,325827,7,1319639,225000,10,509572,0,0,0,0,0,0,0,10,3279991,0,5109202,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5109202,225000,0,41021672,41021672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67630,12/31/2025 0:00:00,22592,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31233,31233,3453028,0,-31233,-31233,0,0,0,0,0,88984,0,55602,55602,0,0,0,0,0,0,0,7283442,24369,24369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7283442,0,0,31233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6172648,6172648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67634,12/31/2025 0:00:00,22789,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,28482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6277320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59135,59135,6218185,0,-59135,-59135,0,0,0,0,0,1470824,0,216003,216003,0,0,0,0,0,0,0,31597180,156868,156868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31597180,0,0,59135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21873658,21873658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67638,12/31/2025 0:00:00,22955,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,10974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15887898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162146,162146,15725752,0,-162146,-162146,0,0,0,0,0,1703409,0,235749,235749,0,0,0,0,0,0,0,28186620,73603,73603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28186620,0,0,162146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23788078,23788078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67639,12/31/2025 0:00:00,22662,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6757282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62611,62611,7328556,0,-62611,-62611,0,0,0,0,0,262493,0,152948,152948,0,0,0,0,0,0,0,19050271,90337,90337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19050271,0,0,62611,0,0,0,20,633885,175400,0,0,0,0,0,0,0,0,0,633885,175400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,633885,175400,88681,16451876,16451876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67641,12/31/2025 0:00:00,22830,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,430577,0,-1000,-1000,0,0,0,0,0,19111,0,16766,16766,0,0,0,0,0,0,0,2366027,15766,15766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366027,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867836,1867836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67642,12/31/2025 0:00:00,22701,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,25220773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51442559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649466,649466,84763593,0,-649466,-649466,0,0,0,0,0,13308714,0,1168131,1168131,0,0,0,0,0,0,0,134839560,518665,518665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134839560,0,0,649466,34,8032999,7739763,164,16194946,834260,0,0,0,0,0,0,0,0,0,24227945,8574023,75,9742555,859950,0,0,0,0,0,0,0,0,0,9742555,859950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,33970500,9433973,2569253,119172357,119172357,0,1044,7394975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67644,12/31/2025 0:00:00,22953,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,38547068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61256683,0,0,0,0,0,0,0,1636117,0,0,0,0,0,0,0,0,1091157,1091157,90322423,0,-1091157,-1091157,0,0,0,0,0,16492256,0,1380041,1380041,0,0,0,0,0,0,0,181130131,288884,288884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181130131,0,0,1091157,121,14882291,3511500,245,10816117,1885600,0,0,0,0,0,0,0,0,0,25698408,5397100,77,2822372,948458,0,0,0,0,0,0,0,0,0,2822372,948458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,28520780,6345558,1710815,142963863,150167863,7204000,289,5779415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045799,0,0
67645,12/31/2025 0:00:00,22743,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,949070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28890199,0,0,0,0,0,0,0,245000,0,0,0,0,0,0,0,0,187925,187925,36900911,0,-187925,-187925,0,0,0,0,0,1214772,0,592283,592283,0,0,0,0,0,0,0,71097218,404358,404358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71097218,0,0,187925,27,5768644,780000,23,1908831,0,0,0,0,0,0,0,4,276162,0,7953637,780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7953637,780000,0,59284455,59284455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67648,12/31/2025 0:00:00,21619,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,48270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10754134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58386,58386,11251244,0,-58386,-58386,0,0,0,0,0,638983,0,305030,305030,0,0,0,0,0,0,0,36411372,246644,246644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36411372,0,0,58386,2,464125,466600,1,45448,0,0,0,0,0,0,0,0,0,0,509573,466600,1,45922,0,0,0,0,0,0,0,0,0,0,45922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,555495,466600,0,31538812,31538812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67649,12/31/2025 0:00:00,22782,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,11071244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52161422,0,0,0,0,0,0,0,303790,0,0,0,0,0,0,0,0,594091,594091,55317797,0,-594091,-594091,0,0,0,0,0,4572804,0,890217,890217,0,0,0,0,0,0,0,112843637,296126,296126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112843637,0,0,594091,9,1509202,0,20,1838442,300000,0,0,0,0,0,0,0,0,0,3347644,300000,1,99032,100000,0,0,0,0,0,0,0,0,0,99032,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3446676,400000,25003,101791795,101791795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67651,12/31/2025 0:00:00,22820,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39372,39372,2359703,0,-39372,-39372,0,0,0,0,0,150893,0,34506,34506,0,0,0,0,0,0,0,4249372,-4866,-4866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4249372,0,0,39372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439238,3439238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67658,12/31/2025 0:00:00,23018,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,65004051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37043087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473907,473907,69642910,0,-473907,-473907,0,0,0,0,0,25722982,0,1280146,1280146,0,0,0,0,0,0,0,186929947,806239,806239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186929947,0,0,473907,111,20710134,4469843,185,11817972,1199089,3,417018,0,0,0,0,0,0,0,32945124,5668932,1,128606,0,0,0,0,0,0,0,0,0,0,128606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,33073730,5668932,869767,134538072,141503072,6965000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403111,0,0
67660,12/31/2025 0:00:00,22657,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,20374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6907520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62963,62963,9146464,0,-62963,-62963,0,0,0,0,0,2105584,0,154158,154158,0,0,0,0,0,0,0,18482864,91195,91195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18482864,0,0,62963,7,2041529,368000,2,260378,0,0,0,0,0,0,0,0,0,0,2301907,368000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2301907,368000,0,16147068,16147068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67661,12/31/2025 0:00:00,22715,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7654028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207237,207237,7446791,0,-207237,-207237,0,0,0,0,0,114311,0,64047,64047,0,0,0,0,0,0,0,10352250,-143190,-143190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10352250,0,0,207237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8109344,8109344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67666,12/31/2025 0:00:00,23941,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,799985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50402374,0,0,0,0,0,0,0,1030683,0,0,0,0,0,0,0,0,334842,334842,63498986,0,-334842,-334842,0,0,0,0,0,5667839,0,739566,739566,0,0,0,0,0,0,0,86001391,404724,404724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86001391,0,0,334842,17,4005094,1409400,26,2306671,643000,0,0,0,0,0,0,1,240717,0,6552482,2052400,132,5702318,1937871,0,0,0,0,0,0,9,145972,25000,5848290,1962871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,12400772,4015271,456470,80749645,80749645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67668,12/31/2025 0:00:00,22562,Subm,0,0,0,5051185,0,0,3626185,1425000,0,0,0,0,0,95326763,0,95326763,-19837824,95272566,358163,3626185,1425000,14482673,0,0,0,0,90315040,90315040,0,0,0,47343631,46707144,636487,244074152,0,244074152,1465311,0,225752647,15784795,1071399,22447969,0,22447969,0,0,22447969,0,0,0,2477204,2477204,401703588,0,401703588,-1011893,0,90315040,225752647,84939908,1707886,59752204,0,59752204,5529301,54222903,0,0,0,0,0,0,614723619,614723619,-11914795,149808009,90673203,225752647,142788996,3132886,0,14482673,0,0,0,435549032.55,29961601.8,45336601.5,169314485.25,142788996,4699329,0,43448019,0,0,0,0,0,1814125,0,0,1814125,0,0,0,0,0,0,0,0,0,0,0,10692,0,0,0,10692,0,0,0,0,0,0,0,0,1824817,0,0,0,10692,0,0,1814125,0,1816263.4,0,0,2138.4,0,0,1814125,0,616548436,437365295.95,1031,2477204,288,66064196,5806396,251,21006440,520000,0,0,0,6,3244405,2618089,0,0,0,90315041,8944485,453,20578538,7631066,0,0,0,0,0,0,564,26765094,6660433,47343632,14291499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562,137658673,23235984,23235983,555518763,582292732,26773969,0,0,444,36992162,0,0,0,0,0,0,0,0,0,0,0,0,18141250,295,0,0,0,0,0,0,0,0,0
